Dataset_AffDisplayName_Last	Dataset_AffLatitude_Last	Dataset_AffLongitude_Last	usages	corporation	cumpct
McGill University	45.50417	-73.57472	24	False	0.9562293966825388
National Institutes of Health	39.0004425	-77.1023941	23	False	0.9568311443671184
Oregon State University	44.56458660000001	-123.2757	22	False	0.9574067291088901
Autonomous University of Barcelona	41.50028	2.10778	22	False	0.9579823138506619
University of Southampton	50.93463	-1.39595	22	False	0.9585578985924337
Rutgers University	40.50167	-74.44806	21	False	0.9591073203913977
University at Albany, SUNY	42.68619	-73.82388	21	False	0.9596567421903616
University at Buffalo	43.0	-78.78917	21	False	0.9602061639893256
Ohio State University	40.0	-83.0145	21	False	0.9607555857882895
University of Surrey	51.24306	-0.58944	20	False	0.9612788446444456
Baidu	39.05095	116.300766	20	True	0.9618021035006018
VU University Amsterdam	52.33389	4.865	20	False	0.9623253623567579
Technical University of Berlin	52.51194	13.32639	20	False	0.962848621212914
Pompeu Fabra University	41.37917	2.17972	20	False	0.9633718800690702
Katholieke Universiteit Leuven	50.878	4.7	20	False	0.9638951389252263
Nankai University	39.10111	117.164719	20	False	0.9644183977813825
Poznań University of Technology	52.3942	16.9183	19	False	0.9649154936947307
Foundation for Research & Technology – Hellas	35.33633	25.36654	19	False	0.9654125896080791
École Polytechnique de Montréal	45.505	-73.61399999999998	18	False	0.9658835225786196
Harbin Institute of Technology	45.7469978	126.630692	18	False	0.9663544555491602
University of Groningen	53.21917	6.56278	18	False	0.9668253885197007
University of Adelaide	-34.91916	138.604141	18	False	0.9672963214902413
Tokyo Institute of Technology	35.51389	139.483337	17	False	0.9677410915179739
Naver Corporation	37.4032669	127.128281	16	True	0.9681596986028989
Indiana University	39.167	-86.52138520000003	16	False	0.9685783056878238
Monash University, Clayton campus	-37.91	145.134	15	False	0.9689707498299409
Honda	35.54557420000001	139.44988999999998	15	True	0.969363193972058
Columbia University	40.8075	-73.96194	15	False	0.9697556381141751
Austrian Institute of Technology	47.97611	16.50861	15	False	0.9701480822562922
Toyota	29.751161600000003	-95.36219	15	True	0.9705405263984093
York University	43.77306	-79.50361	14	False	0.9709068075977186
University of Tübingen	48.525	9.05889	14	False	0.9712730887970279
University of Virginia	38.035	-78.505	14	False	0.9716393699963372
United States Naval Academy	38.983	-76.485	14	False	0.9720056511956465
University of Massachusetts Amherst	42.38889	-72.52778	14	False	0.9723719323949558
Amazon.com	47.59152	-122.317238	14	True	0.972738213594265
International Institute of Information Technology, Hyderabad	17.4456	78.3497	13	False	0.9730783318507665
Hanyang University	37.55639	127.044441	13	False	0.973418450107268
Open University of Israel	32.18867	34.8878021	13	False	0.9737585683637695
Graz University of Technology	47.06889	15.45	13	False	0.974098686620271
Ryerson University	43.65773770000001	-79.38018000000002	13	False	0.9744388048767726
University of Bristol	51.45639	-2.6044400000000003	13	False	0.9747789231332741
University of Alicante	38.38464000000001	-0.5131472	13	False	0.9751190413897756
Huazhong University of Science and Technology	30.51	114.41	12	False	0.9754329967034692
University of Edinburgh	55.9473877	-3.187194	12	False	0.9757469520171629
University of Rochester	43.128334	-77.628334	12	False	0.9760609073308566
National Institute of Informatics	35.69246289999999	139.7581	12	False	0.9763748626445503
National Center for Supercomputing Applications	42.67421	23.368170000000006	12	False	0.9766888179582439
Emory University	33.79111	-84.32333	12	False	0.9770027732719376
Brigham and Women's Hospital	42.3261	-71.1493	12	False	0.9773167285856313
University of St. Gallen	47.43167	9.37472	11	False	0.9776045209565172
Institute for Infocomm Research Singapore	1.299953	103.787643	11	False	0.9778923133274031
Lawrence Livermore National Laboratory	37.69	-121.71	11	False	0.978180105698289
University of Liège	50.64083	5.57472	11	False	0.9784678980691748
Indian Institute of Science	13.01978	77.56605	11	False	0.9787556904400607
Khalifa University	24.4479256	54.3948631	11	False	0.9790434828109466
University of California, Riverside	33.975559999999994	-117.331108	10	False	0.9793051122390246
Bosch	48.8824921	9.080398	10	True	0.9795667416671027
Autonomous University of Madrid	40.5453	-3.69611	10	False	0.9798283710951808
University of Nottingham	52.93899999999999	-1.197	10	False	0.9800900005232589
Beihang University	39.98	116.340828	10	False	0.980351629951337
Fudan University	31.298890000000004	121.499168	9	False	0.9805870964366072
École Polytechnique Fédérale de Lausanne	46.52028	6.5655600000000005	9	False	0.9808225629218774
University of Modena and Reggio Emilia	44.645	10.92778	9	False	0.9810580294071477
Tampere University of Technology	61.44944	23.86	9	False	0.981293495892418
Stony Brook University	40.9142227	-73.11623	9	False	0.9815289623776883
Open University of Catalonia	41.4148026	2.133556	9	False	0.9817644288629586
Zhejiang University	30.26361	120.120827	9	False	0.9819998953482287
University of Technology, Sydney	-33.88361	151.200836	9	False	0.982235361833499
Heidelberg University	49.41028	8.706389999999999	9	False	0.9824708283187693
Vienna University of Technology	48.19889000000001	16.37	9	False	0.9827062948040396
University of Jena	50.92833	11.58222	8	False	0.982915598346502
Boğaziçi University	41.0835571	29.0505981	8	False	0.9831249018889645
Pohang University of Science and Technology	36.0108833	129.322662	8	False	0.9833342054314269
Memorial Sloan Kettering Cancer Center	40.7640953	-73.95684	8	False	0.9835435089738894
National Research Council	38.89705	-77.01924	8	False	0.9837528125163518
University of Beira Interior	40.27738	-7.50887	7	False	0.9839359531160065
University of Science and Technology of China	31.8219719	117.280586	7	False	0.9841190937156611
Fraunhofer Society	48.14277	11.5281029	7	True	0.9843022343153158
Siemens	48.144722	11.576423599999998	7	True	0.9844853749149705
Polytechnic University of Valencia	39.48165	-0.3438083	7	False	0.9846685155146251
Karlsruhe Institute of Technology	49.00944000000001	8.411669999999999	7	False	0.9848516561142797
Mitsubishi Electric Research Laboratories	42.3664436	-71.08516	7	True	0.9850347967139343
University of Nevada, Las Vegas	36.10779	-115.143761	7	False	0.9852179373135891
University of Notre Dame	41.7029953	-86.2389755	7	False	0.9854010779132437
University of Colorado Boulder	40.00667	-105.26722	7	False	0.9855842185128983
Rensselaer Polytechnic Institute	42.73	-73.6775	7	False	0.985767359112553
Pennsylvania State University	40.79611	-77.86278	7	False	0.9859504997122076
University of Copenhagen	55.67972	12.5725	6	False	0.9861074773690545
Singapore University of Technology and Design	1.34010279	103.96376	6	False	0.9862644550259013
Qatar University	25.375	51.48889000000001	6	False	0.9864214326827482
Information Technology Institute	30.0710239	31.0211849	6	False	0.986578410339595
Jordan University of Science and Technology	32.47889	35.985	6	False	0.9867353879964419
Indraprastha Institute of Information Technology	28.54444	77.2725	6	False	0.9868923656532886
Boston University	42.3496	-71.0997	6	False	0.9870493433101355
National University of Defense Technology	28.2340946	113.011978	6	False	0.9872063209669824
Idiap Research Institute	46.10906	7.08471	6	False	0.9873632986238292
University of Ljubljana	46.04889	14.50389	5	False	0.9874941133378683
Aston University	52.486	-1.8895	5	False	0.9876249280519073
eBay	37.294342	-121.921494	5	True	0.9877557427659464
University of Oregon	44.045	-123.075	5	False	0.9878865574799853
Northwestern Polytechnical University	34.2412529	108.915062	5	False	0.9880173721940244
Athens University of Economics and Business	37.99389	23.73222	5	False	0.9881481869080634
Universidade Federal de Minas Gerais	-19.8719044	-43.9662476	5	False	0.9882790016221025
Academia Sinica	25.0420628	121.616745	5	False	0.9884098163361414
Heriot-Watt University	55.9093628	-3.320113	5	False	0.9885406310501805
Hefei University of Technology	31.82057	117.229012	5	False	0.9886714457642196
George Mason University	38.8308	-77.3075	5	False	0.9888022604782586
University of A Coruña	43.3506432	-8.415947000000001	5	False	0.9889330751922977
University of California, Irvine	33.64535	-117.842644	5	False	0.9890638899063366
George Washington University	38.9007	-77.0508	5	False	0.9891947046203757
Leibniz University of Hanover	52.3822136	9.717728	5	False	0.9893255193344147
Hacettepe University	39.86722	32.73444	5	False	0.9894563340484538
German Aerospace Center	50.85507	7.119569	5	False	0.9895871487624928
Indian Institute of Technology Madras	12.99151	80.23362	5	False	0.9897179634765318
University of Twente	52.2427368	6.853264	5	False	0.9898487781905708
German Research Centre for Artificial Intelligence	49.42944	7.7519399999999985	4	False	0.9899534299618021
Xi'an Jiaotong University	34.24722	108.979172	4	False	0.9900580817330333
Georgetown University	38.90722	-77.07278000000002	4	False	0.9901627335042645
South China University of Technology	23.1513	113.3446	4	False	0.9902673852754957
Tianjin University	39.1081657	117.17881	4	False	0.990372037046727
Singapore Management University	1.29667	103.849716	4	False	0.9904766888179583
University of Koblenz and Landau	49.20444000000001	8.10861	4	False	0.9905813405891895
The Turing Institute	55.862175	-4.243518	4	False	0.9906859923604207
Manchester Metropolitan University	53.4705544	-2.238611	4	False	0.990790644131652
University of Würzburg	49.78806	9.93528	4	False	0.9908952959028832
University of Zagreb	45.81067279999999	15.9700975	4	False	0.9909999476741144
Osaka University	34.81917	135.526672	4	False	0.9911045994453456
University of Mainz	49.99306	8.24167	4	False	0.9912092512165769
Assiut University	27.18778	31.17028	4	False	0.9913139029878081
Berlin State Library	52.50639	13.37028	4	True	0.9914185547590393
Hitachi	37.56259	126.980247	4	True	0.9915232065302705
Metropolitan University	18.3867779	-66.06235	4	False	0.9916278583015018
University of Strasbourg	48.58028	7.76444	4	False	0.991732510072733
City University of Hong Kong	22.336422	114.172989	4	False	0.9918371618439642
Ritsumeikan University	35.0325775	135.724045	4	False	0.9919418136151954
Vietnam National University, Ho Chi Minh City	10.7828	106.6952	4	False	0.9920464653864267
Worcester Polytechnic Institute	42.2734871	-71.80735	4	False	0.9921511171576579
University of Melbourne	-37.7963	144.9614	3	False	0.9922296059860813
University of Paris	48.84861	2.3433330000000003	3	False	0.9923080948145048
Bar-Ilan University	32.06778	34.8425	3	False	0.9923865836429282
Ankara University	39.9367	32.8303	3	False	0.9924650724713516
Bangladesh University of Engineering and Technology	23.72667	90.39286	3	False	0.992543561299775
University of Oslo	59.93993760000001	10.722064	3	False	0.9926220501281984
Adam Mickiewicz University in Poznań	52.40778	16.91556	3	False	0.9927005389566218
French Institute for Research in Computer Science and Automation	48.83716	2.103484	3	False	0.9927790277850452
Trinity College, Dublin	53.3444	-6.2577	3	False	0.9928575166134687
Dublin City University	53.3849525	-6.256542	3	False	0.9929360054418921
University of the Basque Country	43.33556	-2.97833	3	False	0.9930144942703155
University College Dublin	53.30833000000001	-6.22222	3	False	0.993092983098739
University of Lisbon	38.7525	-9.158889	3	False	0.9931714719271624
University of Florence	43.77778	11.25861	3	False	0.9932499607555858
Ural Federal University	56.844	60.6539	3	False	0.9933284495840092
Durham University	54.773	-1.574	3	False	0.9934069384124327
De La Salle University	14.5642643	120.993736	3	False	0.9934854272408561
University of Mannheim	49.4832	8.4647	3	False	0.9935639160692795
Iowa State University	42.02395	-93.64833	3	False	0.993642404897703
Norwegian University of Science and Technology	63.41944	10.4025	3	False	0.9937208937261263
Lehigh University	40.60717	-75.37899999999998	3	False	0.9937993825545497
SenseTime	22.299797100000006	114.178757	3	True	0.9938778713829731
Samsung	37.46	126.95	3	True	0.9939563602113966
Medical University of Vienna	48.22	16.35139	3	False	0.99403484903982
IT University of Copenhagen	55.65971999999999	12.59111	3	False	0.9941133378682434
Soochow University (Suzhou)	31.31083	120.635559	3	False	0.9941918266966668
Inner Mongolia University	40.8130875	111.689507	3	False	0.9942703155250903
Ludwig Maximilian University of Munich	48.15083	11.58028	3	False	0.9943488043535137
Loyola Marymount University	33.97	-118.418	3	False	0.9944272931819371
Macau University of Science and Technology	22.1524487	113.5677	3	False	0.9945057820103606
Politehnica University of Bucharest	44.43833	26.05139	3	False	0.994584270838784
Kitware	42.84963610000001	-73.75922390000002	3	True	0.9946627596672074
Technische Universität Darmstadt	49.87499620000001	8.656517	3	False	0.9947412484956308
North South University	23.794	90.4035	2	False	0.9947935743812464
Renmin University of China	39.97028	116.31778	2	False	0.994845900266862
University of Cyprus	35.15972	33.37778	2	False	0.9948982261524776
Nippon Telegraph and Telephone	35.68408	139.808853	2	True	0.9949505520380932
North China Electric Power University	40.0900345	116.309776	2	False	0.9950028779237089
Braunschweig University of Technology	52.27361	10.52972	2	False	0.9950552038093244
Qatar Computing Research Institute	25.3193741	51.52797	2	False	0.9951075296949401
Texas A&M University	30.6103687	-96.3440552	2	False	0.9951598555805558
University of Haifa	32.7625	35.01806	2	False	0.9952121814661713
University of Florida	29.64833	-82.34944	2	False	0.995264507351787
IRI	41.88477	-87.64169	2	True	0.9953168332374025
California Polytechnic State University	35.30167	-120.659821	2	False	0.9953691591230182
National Tsing Hua University	24.79361	120.992783	2	False	0.9954214850086338
National and Kapodistrian University of Athens	37.98083	23.733888600000004	2	False	0.9954738108942494
Moscow Institute of Physics and Technology	55.92944	37.52139	2	False	0.995526136779865
Indian Institute of Technology Gandhinagar	23.2137241	72.6846161	2	False	0.9955784626654807
Bilkent University	39.868	32.7487	2	False	0.9956307885510962
James Cook University	-19.32778	146.758331	2	False	0.9956831144367119
KAIST	36.372	127.363	2	False	0.9957354403223274
Xidian University	34.229805	108.915833	2	False	0.9957877662079431
Institut national des sciences appliquées de Rouen	49.38583	1.06833	2	False	0.9958400920935587
Valeo	48.8812828	2.29005766	2	True	0.9958924179791743
Alibaba Group	30.2978554	120.148506	2	True	0.9959447438647899
University of Upper Alsace	48.07711	7.370619	2	False	0.9959970697504055
University of Udine	46.08083	13.211670000000002	2	False	0.9960493956360211
Information Sciences Institute	33.9802	-118.440033	2	False	0.9961017215216368
Indira Gandhi Centre for Atomic Research	12.5139751	80.16294	2	True	0.9961540474072523
Middle East Technical University	39.89139	32.78472	2	False	0.996206373292868
Bandung Institute of Technology	-6.889852	107.610374	2	False	0.9962586991784836
University of Catania	37.50361	15.086670000000002	2	False	0.9963110250640992
National Institute of Advanced Industrial Science and Technology	36.06024	140.1331	2	False	0.9963633509497148
University of South Australia	-34.92049	138.606781	2	False	0.9964156768353304
Rice University	29.71694	-95.40278	2	False	0.996468002720946
Fuzhou University	26.0768	119.266533	2	False	0.9965203286065617
Télécom ParisTech	48.82639	2.346389	2	True	0.9965726544921772
Tokyo Metropolitan University	35.61667	139.37721299999998	2	False	0.9966249803777929
Sharif University of Technology	35.7017975	51.35144	2	False	0.9966773062634086
Federal University of Paraná	-25.42889	-49.2675	2	False	0.9967296321490241
Ghent University	51.0461121	3.7275	2	False	0.9967819580346398
Universidade Federal do Rio Grande do Sul	-30.032438300000006	-51.2193146	2	False	0.9968342839202553
Unity Technologies	37.78756	-122.403694	2	True	0.996886609805871
Iran University of Science and Technology	35.74218	51.5041122	2	False	0.9969389356914866
SRI International	37.4576	-122.175308	2	True	0.9969912615771022
University of British Columbia	49.26111	-123.253059	2	False	0.9970435874627178
University of California	37.80217	-122.271278	2	False	0.9970959133483335
Harvard University	42.37444	-71.11694	2	False	0.997148239233949
Dalle Molle Institute for Artificial Intelligence Research	46.02619	8.918481	2	False	0.9972005651195647
Temple University	39.981	-75.16	1	False	0.9972267280623724
Yonsei University	37.5664	126.938805	1	False	0.9972528910051802
Free University of Berlin	52.45306	13.29056	1	False	0.9972790539479881
JetBrains	50.05185	14.431	1	True	0.9973052168907959
Malaviya National Institute of Technology, Jaipur	26.8622284	75.81564	1	False	0.9973313798336036
Marquette University	43.038	-87.928	1	False	0.9973575427764115
Texas State University	29.888890000000004	-97.93889	1	False	0.9973837057192193
University of Ulm	48.4220963	9.953774	1	False	0.9974098686620271
Sony Broadcast & Professional Research Laboratories	25.0550537	121.532104	1	True	0.997436031604835
Skolkovo Institute of Science and Technology	55.6845169	37.3403435	1	False	0.9974621945476427
Istituto Italiano di Tecnologia	44.4749	8.9062	1	False	0.9974883574904505
University of Turku	60.45417	22.28472	1	False	0.9975145204332583
University of Tsukuba	36.11143	140.103836	1	False	0.9975406833760662
Aalto University	60.18611	24.82861	1	False	0.9975668463188739
Goethe University Frankfurt	50.11944	8.65139	1	False	0.9975930092616817
Mitre Corporation	42.5049362	-71.23656	1	True	0.9976191722044896
Ford Motor Company	42.31471629999999	-83.21023559999998	1	True	0.9976453351472974
University of Texas at Dallas	32.9876442	-96.7502	1	False	0.9976714980901051
École Polytechnique	48.713	2.209	1	False	0.997697661032913
Nagoya University	35.154720000000005	136.966934	1	False	0.9977238239757208
University of Tehran	35.70347	51.3952	1	False	0.9977499869185286
Nanjing University of Science and Technology	32.0333	118.851921	1	False	0.9977761498613364
Indian Institute of Technology Roorkee	29.86444	77.89639	1	False	0.9978023128041442
Istanbul Technical University	41.10548	29.02365	1	False	0.997828475746952
University of Wolverhampton	52.58722	-2.12722	1	False	0.9978546386897599
South Valley University	26.1772785	32.73717	1	False	0.9978808016325676
The Nature Conservancy	30.4833	-91.7333	1	False	0.9979069645753754
Yazd University	31.83684	54.34911	1	False	0.9979331275181832
Kazan Federal University	55.7907	49.1219	1	False	0.9979592904609911
General Electric	41.2161942	-73.25036	1	True	0.9979854534037989
Tohoku University	38.25417	140.873611	1	False	0.9980116163466066
Westlake University	30.1929131	120.09449	1	False	0.9980377792894145
Vrije Universiteit Brussel	50.82242	4.39573	1	False	0.9980639422322223
Kobe University	34.72806	135.234726	1	False	0.99809010517503
Koç University	41.20561	29.0726471	1	False	0.9981162681178379
Georgia State University	33.75278	-84.38611	1	False	0.9981424310606457
Ahsanullah University of Science and Technology	23.76361	90.40694	1	False	0.9981685940034535
Lahore University of Management Sciences	31.47	74.4111	1	False	0.9981947569462614
Uppsala University	59.8575	17.62889	1	False	0.9982209198890691
Aix-Marseille University	43.29361	5.357917	1	False	0.9982470828318769
Aarhus University	56.167	10.2	1	False	0.9982732457746847
Université Paris-Saclay	48.7117348	2.16916943	1	False	0.9982994087174926
University of the Sciences	39.9461	-75.2075	1	False	0.9983255716603003
University of the Philippines	14.667	121.067	1	False	0.9983517346031081
University of the Littoral Opal Coast	50.9533	1.8795	1	False	0.998377897545916
University of Stuttgart	48.78167	9.17528	1	False	0.9984040604887238
State University of Campinas	-22.81722	-47.06944	1	False	0.9984302234315315
Leipzig University	51.33889	12.37861	1	False	0.9984563863743394
Southern University of Science and Technology	22.5404949	113.934555	1	False	0.9984825493171472
Beijing Electronic Science and Technology Institute	39.83696	116.280457	1	False	0.998508712259955
Commonwealth Scientific and Industrial Research Organisation	-35.27627000000001	149.146118	1	False	0.9985348752027629
Nara Institute of Science and Technology	34.73222	135.7325	1	False	0.9985610381455706
Concordia University	45.497	-73.578	1	False	0.9985872010883784
University of Malta	35.90194	14.4825	1	False	0.9986133640311863
Hong Kong Baptist University	22.33889	114.181938	1	False	0.998639526973994
Penn State College of Information Sciences and Technology	40.79368	-77.86811999999998	1	False	0.9986656899168018
Dartmouth College	43.70333	-72.28833	1	False	0.9986918528596096
Polytechnic University of Catalonia	41.38944	2.11583	1	False	0.9987180158024175
Portland State University	45.51278	-122.68528	1	False	0.9987441787452253
Aalborg University	57.015	9.985	1	False	0.998770341688033
Central European Institute of Technology	49.20179	16.60367	1	False	0.9987965046308409
University of Idaho	46.726000000000006	-117.011	1	False	0.9988226675736487
University of Houston	29.7189217	-95.3391647	1	False	0.9988488305164565
Chalmers University of Technology	57.68833000000001	11.97667	1	False	0.9988749934592643
Charité	52.52667	13.37972	1	False	0.9989011564020721
Darmstadt University of Applied Sciences	49.86639	8.63333	1	False	0.9989273193448799
University of Guelph	43.53333	-80.22361	1	False	0.9989534822876878
Purdue University	40.424	-86.929	1	False	0.9989796452304955
Charles III University of Madrid	40.33439	-3.765257	1	False	0.9990058081733033
Royal Institute of Technology	59.34721999999999	18.07278	1	False	0.9990319711161112
University of Erlangen-Nuremberg	49.5979156	11.0047693	1	False	0.999058134058919
University of Electronic Science and Technology of China	30.6757126	104.100273	1	False	0.9990842970017267
Helwan University	29.867	31.317	1	False	0.9991104599445345
Chemnitz University of Technology	50.81361	12.92917	1	False	0.9991366228873424
Queensland University of Technology	-27.476940000000006	153.028061	1	False	0.9991627858301502
University of Dayton	39.74041370000001	-84.1792145	1	False	0.9991889487729579
Concordia University Wisconsin	43.25333	-87.91528000000002	1	False	0.9992151117157658
RWTH Aachen University	50.77778	6.07806	1	False	0.9992412746585736
