""	"task"	"year"	"gini"	"pielou"	"simpson"	"task_size"	"task_age"	"pwc_size"	"CV"	"NLP"	"Methodology"
"53"	"6D Pose Estimation"	"2015"	""	""	"1.0"	"1"	"2015.0"	"12115"	"1"	"0"	"0"
"54"	"6D Pose Estimation"	"2016"	""	""	"1.0"	"2"	"2015.0"	"17276"	"1"	"0"	"0"
"55"	"6D Pose Estimation"	"2017"	"0.5"	"0.7896900821428474"	"0.6666666666666666"	"6"	"2015.0"	"23430"	"1"	"0"	"0"
"56"	"6D Pose Estimation"	"2018"	"0.15384615384615385"	"0.9770455804590026"	"0.9548022598870056"	"13"	"2015.0"	"36754"	"1"	"0"	"0"
"57"	"6D Pose Estimation"	"2019"	"0.5701754385964912"	"0.7904494020015042"	"0.5157142857142857"	"38"	"2015.0"	"49025"	"1"	"0"	"0"
"58"	"6D Pose Estimation"	"2020"	"0.5736842105263158"	"0.7878748934309666"	"0.4495641344956414"	"38"	"2015.0"	"63637"	"1"	"0"	"0"
"59"	"6D Pose Estimation"	"2021"	"0.6363636363636364"	"0.6913698302025114"	"0.5845410628019324"	"11"	"2015.0"	"37713"	"1"	"0"	"0"
"60"	"Action Classification"	"2012"	"0.0"	"1.0"	"1.0"	"2"	"2009.0"	"4735"	"1"	"0"	"0"
"61"	"Action Classification"	"2013"	""	""	"1.0"	"1"	"2009.0"	"6822"	"1"	"0"	"0"
"62"	"Action Classification"	"2014"	"0.5"	"0.7896900821428474"	"0.6666666666666666"	"6"	"2009.0"	"9766"	"1"	"0"	"0"
"63"	"Action Classification"	"2015"	"0.0"	"1.0"	"1.0"	"4"	"2009.0"	"12115"	"1"	"0"	"0"
"64"	"Action Classification"	"2016"	"0.5462962962962963"	"0.7558946288758374"	"0.35121951219512193"	"24"	"2009.0"	"17276"	"1"	"0"	"0"
"65"	"Action Classification"	"2017"	"0.5527777777777779"	"0.8259599079789387"	"0.47745358090185686"	"60"	"2009.0"	"23430"	"1"	"0"	"0"
"66"	"Action Classification"	"2018"	"0.5795847750865052"	"0.8029105437978709"	"0.37556855100714753"	"68"	"2009.0"	"36754"	"1"	"0"	"0"
"67"	"Action Classification"	"2019"	"0.6381308411214954"	"0.7600982674776333"	"0.25979124120717045"	"107"	"2009.0"	"49025"	"1"	"0"	"0"
"68"	"Action Classification"	"2020"	"0.6471935853379152"	"0.7380498687238806"	"0.26132481599777807"	"97"	"2009.0"	"63637"	"1"	"0"	"0"
"69"	"Action Classification"	"2021"	"0.5664556962025317"	"0.81823295403098"	"0.40476036059407233"	"79"	"2009.0"	"37713"	"1"	"0"	"0"
"70"	"Action Detection"	"2012"	""	""	"1.0"	"1"	"2012.0"	"4735"	"1"	"0"	"0"
"71"	"Action Detection"	"2014"	""	""	"1.0"	"2"	"2012.0"	"9766"	"1"	"0"	"0"
"72"	"Action Detection"	"2015"	"0.25"	"0.9463946303571861"	"0.8888888888888888"	"4"	"2012.0"	"12115"	"1"	"0"	"0"
"73"	"Action Detection"	"2016"	"0.4285714285714286"	"0.863927576327933"	"0.7"	"14"	"2012.0"	"17276"	"1"	"0"	"0"
"74"	"Action Detection"	"2017"	"0.5052264808362369"	"0.8365160668197814"	"0.5986467236467238"	"41"	"2012.0"	"23430"	"1"	"0"	"0"
"75"	"Action Detection"	"2018"	"0.5175438596491228"	"0.8273947157664566"	"0.5776"	"57"	"2012.0"	"36754"	"1"	"0"	"0"
"76"	"Action Detection"	"2019"	"0.5900621118012422"	"0.765333385373384"	"0.5009469696969696"	"46"	"2012.0"	"49025"	"1"	"0"	"0"
"77"	"Action Detection"	"2020"	"0.5515873015873016"	"0.8155328311459475"	"0.538831615120275"	"56"	"2012.0"	"63637"	"1"	"0"	"0"
"78"	"Action Detection"	"2021"	"0.5158730158730158"	"0.8444430055770054"	"0.5259391771019679"	"42"	"2012.0"	"37713"	"1"	"0"	"0"
"79"	"Action Recognition"	"2008"	""	""	"1.0"	"1"	"2004.0"	"202"	"1"	"0"	"0"
"80"	"Action Recognition"	"2012"	"0.0"	"1.0"	"1.0"	"4"	"2004.0"	"4735"	"1"	"0"	"0"
"81"	"Action Recognition"	"2013"	"0.3333333333333333"	"0.9211854965885543"	"0.8166666666666667"	"7"	"2004.0"	"6822"	"1"	"0"	"0"
"82"	"Action Recognition"	"2014"	"0.49743589743589745"	"0.8512327196398167"	"0.569023569023569"	"39"	"2004.0"	"9766"	"1"	"0"	"0"
"83"	"Action Recognition"	"2015"	"0.6274999999999998"	"0.7782339529652583"	"0.37707390648567113"	"100"	"2004.0"	"12115"	"1"	"0"	"0"
"84"	"Action Recognition"	"2016"	"0.6445358401880142"	"0.7588363322500945"	"0.2722752585521082"	"148"	"2004.0"	"17276"	"1"	"0"	"0"
"85"	"Action Recognition"	"2017"	"0.664167916041979"	"0.7748310888166653"	"0.3022571657930774"	"253"	"2004.0"	"23430"	"1"	"0"	"0"
"86"	"Action Recognition"	"2018"	"0.6771684945164507"	"0.763234431617908"	"0.2672142473324633"	"295"	"2004.0"	"36754"	"1"	"0"	"0"
"87"	"Action Recognition"	"2019"	"0.7212450592885375"	"0.7323759165378612"	"0.20581337744429964"	"440"	"2004.0"	"49025"	"1"	"0"	"0"
"88"	"Action Recognition"	"2020"	"0.752628548919795"	"0.7080557673404573"	"0.16887303127295145"	"579"	"2004.0"	"63637"	"1"	"0"	"0"
"89"	"Action Recognition"	"2021"	"0.6884241656104774"	"0.7515868660625424"	"0.2515044305707564"	"263"	"2004.0"	"37713"	"1"	"0"	"0"
"90"	"Action Segmentation"	"2015"	"0.0"	"1.0"	"1.0"	"2"	"2014.0"	"12115"	"1"	"0"	"0"
"91"	"Action Segmentation"	"2016"	"0.4"	"0.8649735207179273"	"0.7575757575757575"	"5"	"2014.0"	"17276"	"1"	"0"	"0"
"92"	"Action Segmentation"	"2017"	"0.16666666666666666"	"0.9697238998682473"	"0.8999999999999998"	"6"	"2014.0"	"23430"	"1"	"0"	"0"
"93"	"Action Segmentation"	"2018"	"0.1875"	"0.9690222556651344"	"0.9142857142857143"	"8"	"2014.0"	"36754"	"1"	"0"	"0"
"94"	"Action Segmentation"	"2019"	"0.30588235294117644"	"0.9306523837484465"	"0.7100737100737101"	"17"	"2014.0"	"49025"	"1"	"0"	"0"
"95"	"Action Segmentation"	"2020"	"0.475"	"0.8433532525013715"	"0.6274509803921569"	"16"	"2014.0"	"63637"	"1"	"0"	"0"
"96"	"Action Segmentation"	"2021"	"0.39999999999999997"	"0.8609640474436813"	"0.7352941176470587"	"10"	"2014.0"	"37713"	"1"	"0"	"0"
"97"	"Activity Recognition"	"2013"	"0.0"	"1.0"	"1.0"	"2"	"2007.0"	"6822"	"1"	"0"	"0"
"98"	"Activity Recognition"	"2014"	""	""	"1.0"	"1"	"2007.0"	"9766"	"1"	"0"	"0"
"99"	"Activity Recognition"	"2015"	"0.0"	"0.9999999999999999"	"1.0"	"3"	"2007.0"	"12115"	"1"	"0"	"0"
"100"	"Activity Recognition"	"2016"	"0.3333333333333333"	"0.8962406251802889"	"0.7499999999999999"	"6"	"2007.0"	"17276"	"1"	"0"	"0"
"101"	"Activity Recognition"	"2017"	"0.6"	"0.7219280948873623"	"0.7352941176470587"	"5"	"2007.0"	"23430"	"1"	"0"	"0"
"102"	"Activity Recognition"	"2018"	"0.4"	"0.8649735207179273"	"0.7575757575757575"	"5"	"2007.0"	"36754"	"1"	"0"	"0"
"103"	"Activity Recognition"	"2019"	"0.5333333333333333"	"0.7854752972273344"	"0.5952380952380952"	"10"	"2007.0"	"49025"	"1"	"0"	"0"
"104"	"Activity Recognition"	"2020"	"0.5978835978835979"	"0.7502033483734879"	"0.41993087557603687"	"27"	"2007.0"	"63637"	"1"	"0"	"0"
"105"	"Activity Recognition"	"2021"	"0.7083333333333334"	"0.5191786539662601"	"0.2493506493506492"	"24"	"2007.0"	"37713"	"1"	"0"	"0"
"106"	"Adversarial Attack"	"2016"	""	""	"1.0"	"2"	"2015.0"	"17276"	"1"	"0"	"0"
"107"	"Adversarial Attack"	"2017"	""	""	"1.0"	"2"	"2015.0"	"23430"	"1"	"0"	"0"
"108"	"Adversarial Attack"	"2018"	""	""	"1.0"	"18"	"2015.0"	"36754"	"1"	"0"	"0"
"109"	"Adversarial Attack"	"2019"	"0.9428571428571428"	"0.18717625687320819"	"0.5293863439930856"	"35"	"2015.0"	"49025"	"1"	"0"	"0"
"110"	"Adversarial Attack"	"2020"	"0.9387755102040817"	"0.18097519948921975"	"0.3619779888436605"	"49"	"2015.0"	"63637"	"1"	"0"	"0"
"111"	"Adversarial Attack"	"2021"	"0.8181818181818182"	"0.43949698692151334"	"0.5990099009900991"	"22"	"2015.0"	"37713"	"1"	"0"	"0"
"112"	"Adversarial Defense"	"2015"	""	""	"1.0"	"1"	"2015.0"	"12115"	"0"	"0"	"0"
"113"	"Adversarial Defense"	"2016"	"0.0"	"1.0"	"1.0"	"2"	"2015.0"	"17276"	"0"	"0"	"0"
"114"	"Adversarial Defense"	"2017"	"0.25"	"0.9528195311147832"	"0.8888888888888888"	"8"	"2015.0"	"23430"	"0"	"0"	"0"
"115"	"Adversarial Defense"	"2018"	"0.42105263157894735"	"0.8793616477606145"	"0.7292929292929293"	"19"	"2015.0"	"36754"	"0"	"0"	"0"
"116"	"Adversarial Defense"	"2019"	"0.4880952380952381"	"0.8251374587286449"	"0.6582089552238807"	"42"	"2015.0"	"49025"	"0"	"0"	"0"
"117"	"Adversarial Defense"	"2020"	"0.2571428571428572"	"0.9444114677973238"	"0.8530640668523678"	"35"	"2015.0"	"63637"	"0"	"0"	"0"
"118"	"Adversarial Defense"	"2021"	"0.53125"	"0.8059959171621445"	"0.6206060606060606"	"32"	"2015.0"	"37713"	"0"	"0"	"0"
"119"	"Anomaly Detection"	"2008"	""	""	"1.0"	"1"	"2008.0"	"202"	"1"	"0"	"1"
"120"	"Anomaly Detection"	"2013"	""	""	"1.0"	"1"	"2008.0"	"6822"	"1"	"0"	"1"
"121"	"Anomaly Detection"	"2014"	""	""	"1.0"	"1"	"2008.0"	"9766"	"1"	"0"	"1"
"122"	"Anomaly Detection"	"2015"	"0.6666666666666666"	"0.6500224216483541"	"0.6923076923076922"	"6"	"2008.0"	"12115"	"1"	"0"	"1"
"123"	"Anomaly Detection"	"2016"	"0.4117647058823529"	"0.886709917544419"	"0.6337719298245613"	"17"	"2008.0"	"17276"	"1"	"0"	"1"
"124"	"Anomaly Detection"	"2017"	"0.5333333333333333"	"0.7995789215949071"	"0.5696202531645569"	"15"	"2008.0"	"23430"	"1"	"0"	"1"
"125"	"Anomaly Detection"	"2018"	"0.5108695652173914"	"0.8431318060068783"	"0.5790914066776136"	"46"	"2008.0"	"36754"	"1"	"0"	"1"
"126"	"Anomaly Detection"	"2019"	"0.5576923076923077"	"0.8241787119389862"	"0.471889400921659"	"64"	"2008.0"	"49025"	"1"	"0"	"1"
"127"	"Anomaly Detection"	"2020"	"0.5986842105263158"	"0.8131829428104219"	"0.4387535410764872"	"176"	"2008.0"	"63637"	"1"	"0"	"1"
"128"	"Anomaly Detection"	"2021"	"0.5944444444444444"	"0.8106160527255145"	"0.44477390659747956"	"120"	"2008.0"	"37713"	"1"	"0"	"1"
"129"	"Atari Games"	"2012"	""	""	"1.0"	"1"	"2012.0"	"4735"	"0"	"0"	"0"
"130"	"Atari Games"	"2013"	""	""	"1.0"	"1"	"2012.0"	"6822"	"0"	"0"	"0"
"131"	"Atari Games"	"2014"	""	""	"1.0"	"2"	"2012.0"	"9766"	"0"	"0"	"0"
"132"	"Atari Games"	"2015"	""	""	"1.0"	"11"	"2012.0"	"12115"	"0"	"0"	"0"
"133"	"Atari Games"	"2016"	""	""	"1.0"	"12"	"2012.0"	"17276"	"0"	"0"	"0"
"134"	"Atari Games"	"2017"	""	""	"1.0"	"18"	"2012.0"	"23430"	"0"	"0"	"0"
"135"	"Atari Games"	"2018"	""	""	"1.0"	"35"	"2012.0"	"36754"	"0"	"0"	"0"
"136"	"Atari Games"	"2019"	"0.9130434782608695"	"0.2580186686648155"	"0.545360824742268"	"23"	"2012.0"	"49025"	"0"	"0"	"0"
"137"	"Atari Games"	"2020"	"0.8333333333333334"	"0.3708423778948705"	"0.3243243243243243"	"24"	"2012.0"	"63637"	"0"	"0"	"0"
"138"	"Atari Games"	"2021"	""	""	"1.0"	"18"	"2012.0"	"37713"	"0"	"0"	"0"
"139"	"AutoML"	"2018"	"0.0"	"1.0"	"1.0"	"2"	"2014.0"	"36754"	"0"	"0"	"1"
"140"	"AutoML"	"2019"	"0.8571428571428571"	"0.3712323266408757"	"0.5764705882352942"	"14"	"2014.0"	"49025"	"0"	"0"	"1"
"141"	"AutoML"	"2020"	"0.7714285714285715"	"0.53802840667146"	"0.42125171939477296"	"35"	"2014.0"	"63637"	"0"	"0"	"1"
"142"	"AutoML"	"2021"	"0.6"	"0.7219280948873623"	"0.7352941176470587"	"15"	"2014.0"	"37713"	"0"	"0"	"1"
"143"	"Autonomous Driving"	"2015"	"0.0"	"1.0"	"1.0"	"2"	"2009.0"	"12115"	"1"	"0"	"0"
"144"	"Autonomous Driving"	"2016"	""	""	"1.0"	"2"	"2009.0"	"17276"	"1"	"0"	"0"
"145"	"Autonomous Driving"	"2017"	"0.2142857142857143"	"0.9629610647945144"	"0.890909090909091"	"7"	"2009.0"	"23430"	"1"	"0"	"0"
"146"	"Autonomous Driving"	"2018"	"0.5462962962962963"	"0.8023983963108152"	"0.4052532833020637"	"36"	"2009.0"	"36754"	"1"	"0"	"0"
"147"	"Autonomous Driving"	"2019"	"0.5410852713178295"	"0.7961613794120659"	"0.2267876855145345"	"86"	"2009.0"	"49025"	"1"	"0"	"0"
"148"	"Autonomous Driving"	"2020"	"0.5850941221667307"	"0.7860789126493607"	"0.20314749272115248"	"137"	"2009.0"	"63637"	"1"	"0"	"0"
"149"	"Autonomous Driving"	"2021"	"0.5660130718954248"	"0.7943433640658312"	"0.2701944652206433"	"85"	"2009.0"	"37713"	"1"	"0"	"0"
"150"	"Autonomous Vehicles"	"2016"	""	""	"1.0"	"1"	"2015.0"	"17276"	"1"	"0"	"0"
"151"	"Autonomous Vehicles"	"2017"	"0.0"	"0.9999999999999999"	"1.0"	"3"	"2015.0"	"23430"	"1"	"0"	"0"
"152"	"Autonomous Vehicles"	"2018"	"0.717948717948718"	"0.608519377718843"	"0.4668508287292818"	"26"	"2015.0"	"36754"	"1"	"0"	"0"
"153"	"Autonomous Vehicles"	"2019"	"0.7328042328042329"	"0.5936338789256713"	"0.19761015683345787"	"63"	"2015.0"	"49025"	"1"	"0"	"0"
"154"	"Autonomous Vehicles"	"2020"	"0.7791666666666667"	"0.5118135018449761"	"0.15829829334652482"	"80"	"2015.0"	"63637"	"1"	"0"	"0"
"155"	"Autonomous Vehicles"	"2021"	"0.7678571428571429"	"0.5329162184409978"	"0.2404006677796327"	"48"	"2015.0"	"37713"	"1"	"0"	"0"
"156"	"Computed Tomography (CT)"	"2016"	"0.0"	"1.0"	"1.0"	"2"	"2013.0"	"17276"	"0"	"0"	"1"
"157"	"Computed Tomography (CT)"	"2017"	"0.0"	"1.0"	"1.0"	"4"	"2013.0"	"23430"	"0"	"0"	"1"
"158"	"Computed Tomography (CT)"	"2018"	"0.375"	"0.8868595071429148"	"0.8205128205128206"	"8"	"2013.0"	"36754"	"0"	"0"	"1"
"159"	"Computed Tomography (CT)"	"2019"	"0.4"	"0.8586727110732549"	"0.7936507936507936"	"10"	"2013.0"	"49025"	"0"	"0"	"1"
"160"	"Computed Tomography (CT)"	"2020"	"0.41818181818181815"	"0.8801771703868406"	"0.578947368421053"	"22"	"2013.0"	"63637"	"0"	"0"	"1"
"161"	"Computed Tomography (CT)"	"2021"	"0.3888888888888889"	"0.8866828800015338"	"0.7043478260869566"	"9"	"2013.0"	"37713"	"0"	"0"	"1"
"162"	"Constituency Parsing"	"2004"	""	""	"1.0"	"1"	"2004.0"	"12"	"0"	"1"	"0"
"163"	"Constituency Parsing"	"2006"	""	""	"1.0"	"1"	"2004.0"	"14"	"0"	"1"	"0"
"164"	"Constituency Parsing"	"2012"	""	""	"1.0"	"2"	"2004.0"	"4735"	"0"	"1"	"0"
"165"	"Constituency Parsing"	"2013"	""	""	"1.0"	"2"	"2004.0"	"6822"	"0"	"1"	"0"
"166"	"Constituency Parsing"	"2014"	""	""	"1.0"	"5"	"2004.0"	"9766"	"0"	"1"	"0"
"167"	"Constituency Parsing"	"2015"	""	""	"1.0"	"2"	"2004.0"	"12115"	"0"	"1"	"0"
"168"	"Constituency Parsing"	"2016"	""	""	"1.0"	"4"	"2004.0"	"17276"	"0"	"1"	"0"
"169"	"Constituency Parsing"	"2017"	""	""	"1.0"	"8"	"2004.0"	"23430"	"0"	"1"	"0"
"170"	"Constituency Parsing"	"2018"	""	""	"1.0"	"8"	"2004.0"	"36754"	"0"	"1"	"0"
"171"	"Constituency Parsing"	"2019"	""	""	"1.0"	"14"	"2004.0"	"49025"	"0"	"1"	"0"
"172"	"Constituency Parsing"	"2020"	"0.8"	"0.46899559358928117"	"0.6097560975609756"	"10"	"2004.0"	"63637"	"0"	"1"	"0"
"173"	"Constituency Parsing"	"2021"	""	""	"1.0"	"6"	"2004.0"	"37713"	"0"	"1"	"0"
"174"	"Continual Learning"	"2016"	"0.0"	"1.0"	"0.9999999999999999"	"6"	"1994.0"	"17276"	"1"	"0"	"1"
"175"	"Continual Learning"	"2017"	"0.26785714285714285"	"0.9528195311147831"	"0.8421052631578947"	"16"	"1994.0"	"23430"	"1"	"0"	"1"
"176"	"Continual Learning"	"2018"	"0.532258064516129"	"0.8079897699674131"	"0.5259989053092502"	"31"	"1994.0"	"36754"	"1"	"0"	"1"
"177"	"Continual Learning"	"2019"	"0.5032467532467533"	"0.8453133114323674"	"0.5887200873796048"	"77"	"1994.0"	"49025"	"1"	"0"	"1"
"178"	"Continual Learning"	"2020"	"0.6649681528662421"	"0.7297949138803318"	"0.4082379635303665"	"157"	"1994.0"	"63637"	"1"	"0"	"1"
"179"	"Continual Learning"	"2021"	"0.6006006006006006"	"0.7601088350844624"	"0.5085648243695052"	"111"	"1994.0"	"37713"	"1"	"0"	"1"
"180"	"Continuous Control"	"2016"	"0.25"	"0.9463946303571861"	"0.8888888888888888"	"4"	"2012.0"	"17276"	"1"	"0"	"0"
"181"	"Continuous Control"	"2017"	"0.0"	"1.0"	"1.0"	"26"	"2012.0"	"23430"	"1"	"0"	"0"
"182"	"Continuous Control"	"2018"	"0.29032258064516125"	"0.9290527370129847"	"0.8776255707762557"	"31"	"2012.0"	"36754"	"1"	"0"	"0"
"183"	"Continuous Control"	"2019"	"0.5263157894736842"	"0.7904036080725376"	"0.7057673509286412"	"76"	"2012.0"	"49025"	"1"	"0"	"0"
"184"	"Continuous Control"	"2020"	"0.6"	"0.7454863864041269"	"0.5600711201422403"	"105"	"2012.0"	"63637"	"1"	"0"	"0"
"185"	"Continuous Control"	"2021"	"0.39999999999999997"	"0.8888791263305654"	"0.7537688442211056"	"60"	"2012.0"	"37713"	"1"	"0"	"0"
"186"	"Coreference Resolution"	"2012"	""	""	"1.0"	"7"	"2009.0"	"4735"	"0"	"1"	"0"
"187"	"Coreference Resolution"	"2013"	""	""	"1.0"	"1"	"2009.0"	"6822"	"0"	"1"	"0"
