""	"task"	"gini"	"pielou"	"simpson"	"task_size"	"CV"	"NLP"	"Methodology"
"27"	"Action Detection"	"0.7454708118989041"	"0.6693440796484815"	"0.2865778374391992"	"263"	"1"	"0"	"0"
"28"	"Action Generation"	"0.3333333333333333"	"0.9206198357143051"	"0.8571428571428571"	"6"	"1"	"1"	"0"
"29"	"Action Localization"	"0.6818181818181818"	"0.6452075543900085"	"0.5721040189125295"	"22"	"1"	"0"	"0"
"30"	"Action Recognition"	"0.8227726288535784"	"0.6594167565575576"	"0.12057159880095573"	"2129"	"1"	"0"	"0"
"31"	"Action Segmentation"	"0.603515625"	"0.7678324769414737"	"0.3318748987198185"	"64"	"1"	"0"	"0"
"32"	"Active Learning"	"0.8198810535259132"	"0.4800522784535135"	"0.19905765352249813"	"107"	"1"	"1"	"1"
"33"	"Activity Recognition"	"0.7259036144578312"	"0.6008110086594667"	"0.16466285823553317"	"83"	"1"	"0"	"0"
"34"	"Activity Recognition In Videos"	"0.25833333333333336"	"0.9583832232923284"	"0.8097165991902835"	"20"	"1"	"0"	"0"
"35"	"Adversarial Attack"	"0.953125"	"0.1487137337627871"	"0.2705773550006606"	"128"	"1"	"0"	"0"
"36"	"Adversarial Defense"	"0.5568345323741007"	"0.7730502438193251"	"0.5830466533888586"	"139"	"0"	"0"	"0"
"37"	"Anomaly Detection"	"0.7157115814833935"	"0.7318265463605459"	"0.30275879938359995"	"447"	"1"	"0"	"1"
"38"	"Argument Mining"	""	""	"1.0"	"1"	"0"	"1"	"0"
"39"	"Aspect-Based Sentiment Analysis"	"0.7486338797814207"	"0.5571328162754681"	"0.21299370349170008"	"61"	"0"	"1"	"0"
"40"	"Atari Games"	"0.967816091954023"	"0.11175888746184696"	"0.26430582792779206"	"145"	"0"	"0"	"0"
"41"	"Audio Classification"	"0.7534246575342465"	"0.5824154584322164"	"0.2970953894185204"	"73"	"0"	"0"	"0"
"42"	"Audio Generation"	"0.3888888888888889"	"0.8866828800015341"	"0.7043478260869566"	"9"	"0"	"0"	"0"
"43"	"AutoML"	"0.8080808080808081"	"0.4888861976006368"	"0.38699360341151384"	"66"	"0"	"0"	"1"
"44"	"Autonomous Driving"	"0.6793427230046948"	"0.739772462340966"	"0.13465317125447282"	"355"	"1"	"0"	"0"
"45"	"Autonomous Navigation"	"0.38842975206611574"	"0.8951243700912562"	"0.5931372549019609"	"22"	"1"	"0"	"0"
"46"	"Autonomous Vehicles"	"0.832794656324068"	"0.47759098394221117"	"0.10076916411172689"	"221"	"1"	"0"	"0"
"47"	"Bayesian Inference"	"0.25"	"0.9463946303571861"	"0.8888888888888888"	"4"	"0"	"0"	"1"
"48"	"Bias Detection"	"0.2"	"0.9602297178607613"	"0.9259259259259257"	"5"	"0"	"1"	"0"
"49"	"Biomedical Information Retrieval"	"0.0"	"0.9999999999999999"	"1.0"	"3"	"0"	"0"	"0"
"50"	"Bird Classification"	""	""	"1.0"	"1"	"0"	"0"	"0"
"51"	"Board Games"	""	""	"1.0"	"1"	"0"	"0"	"0"
"52"	"Boundary Detection"	"0.4444444444444445"	"0.8096568334164151"	"0.5586206896551723"	"9"	"1"	"0"	"0"
"53"	"Camera Localization"	""	""	"1.0"	"4"	"1"	"0"	"0"
"54"	"Causal Inference"	"0.0"	"1.0"	"1.0"	"2"	"0"	"0"	"0"
"55"	"Chatbot"	"0.6761904761904761"	"0.5859833985130027"	"0.5181895093062605"	"70"	"0"	"1"	"0"
"56"	"Code Documentation Generation"	""	""	"1.0"	"2"	"0"	"1"	"0"
"57"	"Code Generation"	"0.37815126050420167"	"0.9135616339283401"	"0.7372448979591837"	"34"	"0"	"1"	"0"
"58"	"Code Search"	"0.5277777777777778"	"0.8081032498902062"	"0.5999999999999999"	"18"	"0"	"0"	"0"
"59"	"Color Constancy"	"0.48148148148148145"	"0.8288713632524446"	"0.6532258064516129"	"9"	"1"	"0"	"0"
"60"	"Colorization"	"0.4"	"0.8649735207179273"	"0.7575757575757577"	"5"	"1"	"0"	"0"
"61"	"Community Detection"	"0.3846153846153847"	"0.8837903650880798"	"0.7412280701754387"	"26"	"0"	"0"	"0"
"62"	"Computed Tomography (CT)"	"0.6165289256198347"	"0.7534925293969146"	"0.3712567501227295"	"55"	"0"	"0"	"1"
"63"	"Constituency Parsing"	"0.9682539682539683"	"0.11759466565886476"	"0.5161248374512354"	"63"	"0"	"1"	"0"
"64"	"Content-Based Image Retrieval"	"0.49411764705882355"	"0.8518139588607339"	"0.5307621671258035"	"34"	"1"	"0"	"0"
"65"	"Continual Learning"	"0.6637734125171311"	"0.7337563286130193"	"0.40424858618648046"	"398"	"1"	"0"	"1"
"66"	"Continuous Control"	"0.7152317880794703"	"0.6334121232440347"	"0.43657495165335947"	"302"	"1"	"0"	"0"
"67"	"Coreference Resolution"	"0.6480990274093722"	"0.776631570183244"	"0.3114814814814814"	"174"	"0"	"1"	"0"
"68"	"Cross-Domain Few-Shot"	"0.53"	"0.8271209842052686"	"0.48810250152532036"	"40"	"1"	"0"	"1"
"69"	"Cross-Lingual Document Classification"	"0.3846153846153846"	"0.8292439007914473"	"0.771689497716895"	"13"	"0"	"1"	"0"
"70"	"Cross-Lingual Transfer"	"0.5260869565217391"	"0.8525874806079954"	"0.5227272727272728"	"92"	"0"	"1"	"0"
"71"	"Data Augmentation"	"0.40350877192982454"	"0.9069390089317184"	"0.501388888888889"	"76"	"1"	"1"	"1"
"72"	"Data-to-Text Generation"	"0.5675971538040503"	"0.8282313324819046"	"0.4211082674974964"	"87"	"0"	"1"	"0"
"73"	"Deblurring"	"0.7993827160493828"	"0.5229792311007861"	"0.28328556856268516"	"108"	"1"	"0"	"0"
"74"	"Deception Detection"	""	""	"1.0"	"1"	"1"	"0"	"0"
"75"	"Denoising"	"0.7799999999999999"	"0.5718418316269318"	"0.21978021978021975"	"100"	"1"	"0"	"0"
"76"	"Density Estimation"	"0.6090909090909091"	"0.7830064210414363"	"0.43930428545813166"	"140"	"0"	"0"	"1"
"77"	"Dependency Parsing"	"0.782608695652174"	"0.504513626429956"	"0.36150341685649207"	"276"	"0"	"1"	"0"
"78"	"Depth Estimation"	"0.8004313540473141"	"0.6416692875008152"	"0.16332884046385915"	"802"	"1"	"0"	"0"
"79"	"Dialogue Understanding"	"0.34444444444444444"	"0.9104598079690984"	"0.6403162055335968"	"18"	"0"	"1"	"0"
"80"	"Dimensionality Reduction"	"0.38181818181818183"	"0.88972137527189"	"0.6954022988505747"	"11"	"1"	"0"	"1"
"81"	"Distributed Computing"	""	""	"1.0"	"1"	"0"	"0"	"0"
"82"	"Document Classification"	"0.5688073394495413"	"0.828479679252659"	"0.3756837944664032"	"109"	"0"	"1"	"0"
"83"	"Document Layout Analysis"	"0.3333333333333333"	"0.9182958340544894"	"0.81"	"9"	"1"	"0"	"0"
"84"	"Document Text Classification"	"0.7142857142857143"	"0.5916727785823274"	"0.6621621621621622"	"7"	"1"	"1"	"0"
"85"	"Domain Adaptation"	"0.799721435089573"	"0.6722254336697668"	"0.21364900202273562"	"1772"	"1"	"0"	"1"
"86"	"Dynamic graph embedding"	"0.9523809523809523"	"0.1623261801753929"	"0.5243757431629014"	"42"	"0"	"0"	"0"
"87"	"ECG Classification"	""	""	"1.0"	"2"	"0"	"0"	"1"
"88"	"EEG"	"0.7608695652173914"	"0.5052636515984086"	"0.3196374622356495"	"23"	"0"	"0"	"1"
"89"	"Electromyography (EMG)"	""	""	"1.0"	"1"	"0"	"0"	"0"
"90"	"Emotion Recognition"	"0.8071266968325792"	"0.5195090678339421"	"0.13705099460955011"	"221"	"1"	"1"	"0"
"91"	"Extractive Text Summarization"	"0.5285714285714285"	"0.7569605217547902"	"0.29539426091150234"	"35"	"0"	"1"	"0"
"92"	"Face Detection"	"0.7262646598280765"	"0.7305353276045111"	"0.17466871585886995"	"549"	"1"	"0"	"0"
"93"	"Face Generation"	"0.5802970402820814"	"0.8384207468422238"	"0.3311938266000908"	"191"	"1"	"0"	"0"
"94"	"Face Recognition"	"0.74566994690652"	"0.7499777174896695"	"0.19046978569585107"	"1787"	"1"	"0"	"0"
"95"	"Face Reconstruction"	"0.5896196002578982"	"0.837274793928649"	"0.40797857604580284"	"188"	"1"	"0"	"0"
"96"	"Face Verification"	"0.6902474526928676"	"0.7706737207879388"	"0.2543555865975981"	"458"	"1"	"0"	"0"
"97"	"Facial Expression Recognition"	"0.6736928104575163"	"0.7940735583793272"	"0.3000996870932905"	"510"	"1"	"0"	"0"
"98"	"Facial Landmark Detection"	"0.6887159533073929"	"0.7560637542706968"	"0.30066826297149407"	"257"	"1"	"0"	"0"
"99"	"Facial Recognition and Modelling"	"0.8368932038834952"	"0.45894917109503863"	"0.24440758403022556"	"515"	"1"	"0"	"0"
"100"	"Federated Learning"	"0.41666666666666663"	"0.8848616689990428"	"0.72"	"12"	"0"	"0"	"1"
"101"	"Few-Shot Image Classification"	"0.718048780487805"	"0.7287316584791099"	"0.25151116164941045"	"410"	"1"	"0"	"1"
"102"	"Few-Shot Learning"	"0.8415549268052651"	"0.5087605635505881"	"0.22397907038930917"	"739"	"1"	"0"	"1"
"103"	"Few-Shot Transfer Learning for Saliency Prediction"	"0.8641975308641975"	"0.3675763804442439"	"0.32690582959641257"	"54"	"1"	"0"	"0"
"104"	"Fine-Grained Image Classification"	"0.7239436619718311"	"0.7466794179761895"	"0.23328903836473172"	"497"	"1"	"0"	"1"
"105"	"Gait Recognition"	"0.1"	"0.9911594714322187"	"0.9803921568627452"	"10"	"1"	"0"	"0"
"106"	"Game of Football"	""	""	"1.0"	"1"	"0"	"0"	"0"
"107"	"General Reinforcement Learning"	"0.9574468085106383"	"0.14854949043034824"	"0.521728861596599"	"47"	"0"	"0"	"0"
"108"	"Generalized Few-Shot Classification"	"0.44047619047619047"	"0.8767194344249697"	"0.674698795180723"	"28"	"1"	"0"	"1"
"109"	"Generalized Few-Shot Learning"	"0.2"	"0.9709505944546688"	"0.9615384615384615"	"10"	"0"	"0"	"1"
"110"	"Gesture Recognition"	"0.4666666666666667"	"0.8666107275018246"	"0.6172839506172839"	"30"	"1"	"0"	"0"
"111"	"Grammatical Error Correction"	"0.6945454545454546"	"0.6404425968736066"	"0.44147694103911267"	"110"	"0"	"1"	"0"
"112"	"Graph Clustering"	"0.5952380952380952"	"0.7815330891382403"	"0.41691265844764724"	"49"	"0"	"0"	"0"
"113"	"Graph Embedding"	"0.5384615384615384"	"0.7836286375009166"	"0.4333333333333333"	"26"	"0"	"0"	"1"
"114"	"Graph Learning"	"0.0"	"0.9999999999999999"	"1.0"	"3"	"0"	"0"	"0"
"115"	"Graph Representation Learning"	"0.614864864864865"	"0.7381540502539455"	"0.4333649889205445"	"37"	"0"	"0"	"1"
"116"	"Graph-to-Sequence"	"0.6"	"0.7219280948873623"	"0.7352941176470587"	"5"	"0"	"1"	"0"
"117"	"Hand Gesture Recognition"	"0.7225638923055897"	"0.6747614782246673"	"0.16540914783016064"	"271"	"1"	"0"	"0"
"118"	"Hand Pose Estimation"	"0.5188627665390925"	"0.864378902421333"	"0.4151956106870229"	"118"	"1"	"0"	"0"
"119"	"Hate Speech Detection"	"0.5833333333333333"	"0.7750405819367338"	"0.4464944649446495"	"33"	"0"	"1"	"0"
"120"	"Hierarchical Reinforcement Learning"	""	""	"1.0"	"1"	"0"	"0"	"1"
"121"	"Hope Speech Detection"	""	""	"1.0"	"3"	"0"	"1"	"0"
"122"	"Human Interaction Recognition"	"0.7628205128205128"	"0.5183774226563924"	"0.519134775374376"	"156"	"1"	"0"	"0"
"123"	"Human Parsing"	""	""	"1.0"	"6"	"1"	"0"	"0"
"124"	"Human action generation"	"0.3333333333333333"	"0.9206198357143051"	"0.8571428571428571"	"6"	"1"	"0"	"0"
"125"	"Human robot  interaction"	"0.25"	"0.9463946303571861"	"0.8888888888888888"	"4"	"0"	"0"	"0"
"126"	"Image Captioning"	"0.8758001422475106"	"0.4484836976335487"	"0.06622441972567993"	"592"	"1"	"0"	"0"
"127"	"Image Classification"	"0.8746108724770217"	"0.594679332903553"	"0.08111642728694464"	"5155"	"1"	"0"	"1"
"128"	"Image Clustering"	"0.5469318457433907"	"0.8472565320797344"	"0.5088502269288957"	"217"	"1"	"0"	"0"
"129"	"Image Compression"	"0.6414141414141413"	"0.7312468520452647"	"0.36946564885496186"	"44"	"1"	"0"	"0"
"130"	"Image Denoising"	"0.6181920269511509"	"0.7829404405495455"	"0.4322562815227656"	"274"	"1"	"0"	"0"
"131"	"Image Enhancement"	"0.28205128205128205"	"0.9479479190038742"	"0.8325123152709357"	"13"	"1"	"0"	"0"
"132"	"Image Generation"	"0.7393301859890372"	"0.7318770174233429"	"0.27342979919542887"	"1706"	"1"	"1"	"0"
"133"	"Image Inpainting"	"0.7154285714285713"	"0.7168216149831936"	"0.2574171602684493"	"280"	"1"	"0"	"0"
"134"	"Image Instance Retrieval"	"0.42857142857142855"	"0.8699155297736259"	"0.7777777777777778"	"7"	"1"	"0"	"0"
"135"	"Image Matting"	"0.9"	"0.2863969571159562"	"0.5524861878453039"	"20"	"1"	"0"	"0"
"136"	"Image Quality Assessment"	"0.3125"	"0.9283832117695866"	"0.8"	"8"	"1"	"0"	"0"
"137"	"Image Recognition"	""	""	"1.0"	"11"	"1"	"0"	"0"
"138"	"Image Reconstruction"	"0.0"	"0.9999999999999999"	"1.0"	"3"	"1"	"0"	"0"
"139"	"Image Restoration"	"0.4842105263157895"	"0.8303787690131103"	"0.6539855072463769"	"38"	"1"	"0"	"0"
"140"	"Image Retrieval"	"0.7422629769117406"	"0.7017975128380872"	"0.23918375899812647"	"394"	"1"	"0"	"0"
"141"	"Image Retrieval with Multi-Modal Query"	"0.5"	"0.8112781244591328"	"0.8"	"8"	"0"	"0"	"0"
"142"	"Image Super-Resolution"	"0.7570028011204483"	"0.6862757687042021"	"0.26811126020906845"	"952"	"1"	"0"	"0"
"143"	"Image-based Automatic Meter Reading"	"0.25"	"0.9463946303571861"	"0.8888888888888888"	"4"	"1"	"0"	"0"
"144"	"Image-to-Image Translation"	"0.6357142857142858"	"0.8018508555325692"	"0.3036511729688488"	"560"	"1"	"0"	"0"
"145"	"Image/Document Clustering"	"0.3186813186813187"	"0.9257875983547231"	"0.7284482758620687"	"13"	"1"	"0"	"0"
"146"	"Imitation Learning"	"0.6300940438871474"	"0.7399725387550654"	"0.33373015873015865"	"58"	"0"	"0"	"1"
"147"	"Imputation"	"0.5384615384615385"	"0.7173356949936162"	"0.40821256038647347"	"13"	"1"	"0"	"0"
"148"	"Indoor Scene Reconstruction"	"0.3333333333333333"	"0.9182958340544894"	"0.8999999999999999"	"3"	"1"	"0"	"0"
"149"	"Information Retrieval"	"0.48085658663205716"	"0.8906063561664769"	"0.4391293714844704"	"134"	"0"	"1"	"0"
"150"	"Instance Search"	""	""	"1.0"	"2"	"1"	"0"	"0"
"151"	"Instance Segmentation"	"0.8935045317220542"	"0.42892183379214055"	"0.08552270554026893"	"662"	"1"	"0"	"0"
"152"	"Interest Point Detection"	""	""	"1.0"	"1"	"1"	"0"	"0"
"153"	"Intrusion Detection"	"0.9310344827586207"	"0.21639693245126465"	"0.5356687898089171"	"29"	"0"	"0"	"0"
"154"	"Keyword Spotting"	"0.8863636363636362"	"0.26758587835160136"	"0.2413965087281796"	"44"	"0"	"0"	"0"
"155"	"Knowledge Base Population"	"0.0"	"1.0"	"1.0"	"2"	"0"	"1"	"0"
"156"	"Knowledge Graph Completion"	"0.8648648648648649"	"0.33412624492740584"	"0.17155388471177943"	"74"	"0"	"0"	"0"
"157"	"Knowledge Graph Embedding"	"0.9629629629629629"	"0.12096069274994697"	"0.35031234983181164"	"81"	"0"	"0"	"0"
"158"	"Knowledge Graphs"	"0.831002331002331"	"0.5009706004984085"	"0.1057205635259144"	"286"	"0"	"0"	"0"
"159"	"Language Identification"	"0.7142857142857143"	"0.6390685634502352"	"0.3404747225647349"	"47"	"0"	"1"	"0"
"160"	"Language Modelling"	"0.7707395498392283"	"0.6803857845516664"	"0.09334369044975285"	"933"	"0"	"1"	"0"
"161"	"Link Prediction"	"0.7567401960784315"	"0.7035244705203568"	"0.23748205411374934"	"672"	"0"	"0"	"0"
"162"	"Lip Reading"	"0.6829268292682926"	"0.6412889216517257"	"0.5498855086686293"	"41"	"0"	"0"	"0"
"163"	"Lip to Speech Synthesis"	""	""	"1.0"	"1"	"1"	"0"	"0"
"164"	"Long-tail Learning"	"0.3023255813953489"	"0.9431366785228074"	"0.7997404844290658"	"43"	"0"	"0"	"1"
"165"	"Machine Translation"	"0.7532587671348078"	"0.7151321813405811"	"0.2349320444499525"	"517"	"0"	"1"	"0"
"166"	"Malware Classification"	""	""	"1.0"	"13"	"0"	"0"	"0"
"167"	"Mathematical Question Answering"	"0.0"	"1.0"	"1.0"	"4"	"0"	"1"	"0"
"168"	"Matrix Completion"	"0.5333333333333333"	"0.7854752972273343"	"0.5952380952380952"	"10"	"0"	"0"	"1"
"169"	"Medical Diagnosis"	"0.25"	"0.9463946303571861"	"0.8888888888888888"	"4"	"1"	"0"	"0"
"170"	"Medical Image Generation"	""	""	"1.0"	"1"	"0"	"0"	"0"
"171"	"Medical Image Registration"	""	""	"1.0"	"3"	"0"	"0"	"0"
"172"	"Medical Image Segmentation"	"0.6248006379585327"	"0.7865913671379972"	"0.30223836706452173"	"209"	"1"	"0"	"0"
"173"	"Meta-Learning"	"0.6857142857142857"	"0.603203473629758"	"0.1694915254237288"	"60"	"0"	"0"	"1"
"174"	"Meter Reading"	"0.25"	"0.9463946303571861"	"0.8888888888888888"	"4"	"1"	"0"	"0"
"175"	"Molecular Property Prediction"	"0.8823529411764706"	"0.3227569588973983"	"0.5622568093385214"	"17"	"0"	"0"	"0"
"176"	"Motion Capture"	"0.5514950166112957"	"0.8075290414782598"	"0.3963558413719186"	"43"	"1"	"0"	"0"
"177"	"Motion Forecasting"	"0.625"	"0.6743557302253309"	"0.3428571428571429"	"24"	"1"	"0"	"0"
"178"	"Multi-Object Tracking"	"0.6955484896661368"	"0.7119292956385598"	"0.34215911398534765"	"296"	"1"	"0"	"0"
"179"	"Multi-Oriented Scene Text Detection"	"0.37142857142857144"	"0.9101663100395065"	"0.7424242424242423"	"14"	"1"	"0"	"0"
"180"	"Multi-agent Reinforcement Learning"	"0.25"	"0.9463946303571861"	"0.8888888888888888"	"4"	"0"	"0"	"1"
"181"	"Multimodal Deep Learning"	"0.0"	"1.0"	"1.0"	"2"	"0"	"1"	"1"
"182"	"Multimodal Machine Translation"	"0.5885416666666666"	"0.6527043332315623"	"0.2094926350245499"	"32"	"1"	"1"	"0"
"183"	"Multivariate Time Series Forecasting"	"0.37777777777777777"	"0.9034968808505093"	"0.75"	"18"	"0"	"0"	"1"
"184"	"Music Generation"	"0.3946488294314382"	"0.9166585829545747"	"0.693315858453473"	"46"	"0"	"0"	"0"
"185"	"Named Entity Recognition"	"0.7680940703012009"	"0.667319871016951"	"0.11135796605514042"	"558"	"0"	"1"	"0"
"186"	"Natural Language Inference"	"0.8196526095347595"	"0.6318963330699193"	"0.13342281879194634"	"994"	"0"	"1"	"0"
"187"	"Node Classification"	"0.6729990657116164"	"0.7532949051094726"	"0.33489871896344503"	"676"	"0"	"0"	"0"
"188"	"Object Detection"	"0.887510413042715"	"0.4881460295854066"	"0.030327283711726195"	"2467"	"1"	"0"	"0"
"189"	"Object Localization"	"0.6524390243902439"	"0.7207156964756207"	"0.4331357897449111"	"123"	"1"	"0"	"0"
"190"	"Object Recognition"	"0.8284185424300589"	"0.5878999792862897"	"0.13598526330766"	"521"	"1"	"0"	"0"
"191"	"Object Reconstruction"	""	""	"1.0"	"1"	"1"	"0"	"0"
"192"	"Object Tracking"	"0.7462605087891692"	"0.7199777617148096"	"0.21658512211526426"	"639"	"1"	"0"	"0"
"193"	"Offline RL"	"0.75"	"0.5739245301346731"	"0.37446808510638296"	"44"	"0"	"0"	"0"
"194"	"Open Information Extraction"	"0.5714285714285714"	"0.72483409150576"	"0.6049382716049382"	"7"	"0"	"1"	"0"
"195"	"OpenAI Gym"	"0.9852941176470589"	"0.06268265300135283"	"0.5074070009876002"	"136"	"0"	"0"	"0"
"196"	"Optical Character Recognition"	"0.7725270324389267"	"0.6224359247065434"	"0.17976340402373636"	"227"	"1"	"1"	"1"
"197"	"Optical Flow Estimation"	"0.8356015242242787"	"0.5418221601064217"	"0.14547873034088837"	"334"	"1"	"0"	"0"
"198"	"Outlier Detection"	"0.6666666666666666"	"0.6759344909044427"	"0.36740934906072537"	"29"	"0"	"0"	"1"
"199"	"Part-Of-Speech Tagging"	"0.8279569892473118"	"0.5034733578918441"	"0.2351012819258244"	"155"	"0"	"1"	"0"
"200"	"Patch Matching"	"0.4444444444444444"	"0.8527924884900403"	"0.7714285714285714"	"18"	"1"	"0"	"0"
"201"	"Person Re-Identification"	"0.8371928405298817"	"0.5915886205880773"	"0.17691108119004692"	"1364"	"1"	"0"	"0"
"202"	"Point Cloud Generation"	""	""	"1.0"	"36"	"1"	"0"	"0"
"203"	"Pose Estimation"	"0.8021612823005447"	"0.6665521083687589"	"0.12310581551429707"	"1246"	"1"	"0"	"0"
"204"	"Pose Tracking"	"0.8095238095238095"	"0.4537163391869449"	"0.6041095890410958"	"21"	"1"	"0"	"0"
"205"	"Program Repair"	"0.6666666666666666"	"0.5900157193890014"	"0.36"	"15"	"0"	"0"	"0"
"206"	"Program Synthesis"	"0.3333333333333333"	"0.9206198357143051"	"0.8571428571428571"	"6"	"0"	"0"	"0"
"207"	"Protein Structure Prediction"	""	""	"1.0"	"1"	"0"	"0"	"0"
"208"	"Quantization"	"0.8457300275482094"	"0.3880131385413297"	"0.2589026077115327"	"363"	"1"	"0"	"1"
"209"	"Question Answering"	"0.7422272851929202"	"0.7762856021806086"	"0.12023940312721411"	"3105"	"0"	"1"	"0"
"210"	"RGB Salient Object Detection"	"0.6760355029585798"	"0.7639106543929374"	"0.356451958409544"	"624"	"1"	"0"	"0"
"211"	"Rain Removal"	"0.7727272727272727"	"0.5246455665662212"	"0.4830339321357284"	"22"	"1"	"0"	"0"
"212"	"Reading Comprehension"	"0.7260124252185919"	"0.7435739670430194"	"0.1404775101790767"	"1272"	"0"	"1"	"0"
"213"	"Real-Time Strategy Games"	"0.6470588235294118"	"0.6608034791941735"	"0.4722222222222221"	"17"	"0"	"0"	"0"
"214"	"Recognizing Emotion Cause in Conversations"	""	""	"1.0"	"1"	"0"	"1"	"0"
"215"	"Recommendation Systems"	"0.8438714958051975"	"0.45895028337378935"	"0.07791407833027333"	"362"	"0"	"0"	"0"
"216"	"Relation Classification"	"0.6753462603878116"	"0.7000238252974443"	"0.22130946542422752"	"95"	"0"	"1"	"0"
"217"	"Relation Extraction"	"0.679780258727627"	"0.771085660449947"	"0.29893271177083974"	"342"	"0"	"1"	"0"
"218"	"Remote Sensing Image Classification"	""	""	"1.0"	"2"	"1"	"0"	"0"
"219"	"Representation Learning"	""	""	"1.0"	"1"	"0"	"0"	"1"
"220"	"Robot Navigation"	"0.26666666666666666"	"0.9426807148172599"	"0.7936507936507935"	"10"	"1"	"0"	"0"
"221"	"Robotic Grasping"	"0.38888888888888884"	"0.8730017623570719"	"0.6050420168067226"	"12"	"0"	"0"	"0"
"222"	"Saliency Detection"	"0.5156518747850017"	"0.8192486624240903"	"0.5883324874527716"	"323"	"1"	"0"	"0"
"223"	"Saliency Prediction"	"0.47341772151898737"	"0.863025183132472"	"0.5810175487594843"	"158"	"1"	"0"	"0"
"224"	"Scene Parsing"	"0.8366013071895426"	"0.42016663430761875"	"0.45442897909265617"	"153"	"1"	"0"	"0"
"225"	"Scene Text"	"0.6967741935483871"	"0.676598027849984"	"0.3007354091691441"	"62"	"1"	"0"	"0"
"226"	"Scene Text Detection"	"0.5379885814668424"	"0.8231582854417752"	"0.5626175617473851"	"253"	"1"	"0"	"0"
"227"	"Scene Understanding"	"0.7243883461571713"	"0.6988021999315414"	"0.15732977918474902"	"269"	"1"	"0"	"0"
"228"	"Self-Supervised Learning"	"0.6512820512820513"	"0.6576304075806781"	"0.21492252175758858"	"45"	"1"	"0"	"0"
"229"	"Semantic Parsing"	"0.5807978363759297"	"0.8329388786770582"	"0.3938671209540034"	"204"	"0"	"1"	"0"
