""	"task"	"year"	"gini"	"pielou"	"simpson"	"task_size"	"task_age"	"pwc_size"	"CV"	"NLP"	"Methodology"
"35"	"3D FACE MODELING"	"2014"	""	""	"1.0"	"2"	"2014.0"	"9766.0"	"1"	"0"	"0"
"36"	"3D FACE MODELING"	"2017"	""	""	"1.0"	"1"	"2014.0"	"23430.0"	"1"	"0"	"0"
"37"	"3D FACE MODELING"	"2018"	""	""	"1.0"	"1"	"2014.0"	"36754.0"	"1"	"0"	"0"
"38"	"3D FACE MODELING"	"2019"	""	""	"1.0"	"1"	""	""	"1"	"0"	"0"
"39"	"3D FACE MODELING"	"2020"	"0.2"	"0.967132018086354"	"0.8888888888888888"	"8"	"2014.0"	"63637.0"	"1"	"0"	"0"
"40"	"3D FACE MODELING"	"2021"	"0.25"	"0.9463946303571861"	"0.8888888888888888"	"4"	"2014.0"	"37713.0"	"1"	"0"	"0"
"41"	"3D Face Alignment"	"2017"	""	""	"1.0"	"1"	""	""	"0"	"0"	"0"
"42"	"3D Face Alignment"	"2018"	""	""	"1.0"	"2"	""	""	"0"	"0"	"0"
"43"	"3D Face Alignment"	"2019"	""	""	"1.0"	"1"	""	""	"0"	"0"	"0"
"44"	"3D Face Alignment"	"2020"	""	""	"1.0"	"2"	""	""	"0"	"0"	"0"
"45"	"3D Face Animation"	"2015"	"0.3333333333333333"	"0.9182958340544894"	"0.8999999999999999"	"3"	"2014.0"	"12115.0"	"1"	"1"	"0"
"46"	"3D Face Animation"	"2016"	"0.4"	"0.8649735207179273"	"0.7575757575757575"	"5"	""	""	"1"	"1"	"0"
"47"	"3D Face Animation"	"2017"	"0.49999999999999994"	"0.8043461359047004"	"0.5627906976744187"	"11"	""	""	"1"	"1"	"0"
"48"	"3D Face Animation"	"2018"	"0.8"	"0.44155167050817345"	"0.43859649122807015"	"15"	"2014.0"	"36754.0"	"1"	"1"	"0"
"49"	"3D Face Animation"	"2019"	"0.7740863787375415"	"0.5152804816242746"	"0.24201570680628268"	"43"	""	""	"1"	"1"	"0"
"50"	"3D Face Animation"	"2020"	"0.8571428571428572"	"0.33052737630794277"	"0.3121019108280254"	"28"	""	""	"1"	"1"	"0"
"51"	"3D Face Animation"	"2021"	"0.7066666666666667"	"0.6219952287757082"	"0.4778287461773699"	"25"	"2014.0"	"37713.0"	"1"	"1"	"0"
"52"	"3D Face Reconstruction"	"2015"	"0.125"	"0.979569764547061"	"0.9142857142857144"	"8"	"2014.0"	"12115.0"	"1"	"0"	"0"
"53"	"3D Face Reconstruction"	"2016"	"0.16666666666666666"	"0.9697238998682473"	"0.9"	"6"	"2014.0"	"17276.0"	"1"	"0"	"0"
"54"	"3D Face Reconstruction"	"2017"	"0.2777777777777778"	"0.9499420132200559"	"0.8"	"16"	"2014.0"	"23430.0"	"1"	"0"	"0"
"55"	"3D Face Reconstruction"	"2018"	"0.3174603174603175"	"0.941001684744389"	"0.7253731343283586"	"27"	"2014.0"	"36754.0"	"1"	"0"	"0"
"56"	"3D Face Reconstruction"	"2019"	"0.4389140271493214"	"0.8883700913077301"	"0.5814889336016097"	"34"	"2014.0"	"49025.0"	"1"	"0"	"0"
"57"	"3D Face Reconstruction"	"2020"	"0.4222222222222222"	"0.8990793817609005"	"0.6054936305732486"	"39"	"2014.0"	"63637.0"	"1"	"0"	"0"
"58"	"3D Face Reconstruction"	"2021"	"0.21904761904761905"	"0.9552222128375472"	"0.7449324324324327"	"21"	"2014.0"	"37713.0"	"1"	"0"	"0"
"59"	"3D Facial Expression Recognition"	"2018"	""	""	"1.0"	"1"	""	""	"1"	"0"	"0"
"60"	"3D Facial Landmark Localization"	"2018"	"0.0"	"0.9999999999999999"	"1.0"	"3"	""	""	"1"	"0"	"0"
"61"	"3D Facial Landmark Localization"	"2021"	"0.0"	"0.9999999999999999"	"1.0"	"3"	""	""	"1"	"0"	"0"
"62"	"3D Feature Matching"	"2018"	"0.25"	"0.9463946303571861"	"0.8888888888888888"	"4"	""	""	"1"	"0"	"0"
"63"	"3D Feature Matching"	"2019"	"0.0"	"0.9999999999999999"	"1.0"	"3"	""	""	"1"	"0"	"0"
"64"	"3D Feature Matching"	"2021"	""	""	"1.0"	"1"	""	""	"1"	"0"	"0"
"65"	"3D Geometry Perception"	"2018"	"0.0"	"0.9999999999999999"	"1.0"	"3"	""	""	"1"	"0"	"0"
"66"	"3D Hand Pose Estimation"	"2014"	""	""	"1.0"	"1"	""	""	"1"	"0"	"0"
"67"	"3D Hand Pose Estimation"	"2017"	"0.4"	"0.8813534532688831"	"0.7142857142857142"	"10"	"2014.0"	"23430.0"	"1"	"0"	"0"
"68"	"3D Hand Pose Estimation"	"2018"	"0.3333333333333333"	"0.8962406251802891"	"0.75"	"6"	"2014.0"	"36754.0"	"1"	"0"	"0"
"69"	"3D Hand Pose Estimation"	"2019"	"0.5757575757575758"	"0.7455574250275929"	"0.55"	"11"	"2014.0"	"49025.0"	"1"	"0"	"0"
"70"	"3D Hand Pose Estimation"	"2020"	"0.5446428571428571"	"0.8059298380358423"	"0.48395061728395067"	"28"	"2014.0"	"63637.0"	"1"	"0"	"0"
"71"	"3D Hand Pose Estimation"	"2021"	"0.2727272727272727"	"0.9487695103589049"	"0.8231292517006803"	"11"	""	""	"1"	"0"	"0"
"72"	"3D Human Pose Estimation"	"2013"	""	""	"1.0"	"1"	""	""	"1"	"0"	"0"
"73"	"3D Human Pose Estimation"	"2014"	""	""	"1.0"	"2"	"2010.0"	"9766.0"	"1"	"0"	"0"
"74"	"3D Human Pose Estimation"	"2015"	"0.7142857142857143"	"0.5916727785823274"	"0.6621621621621622"	"7"	""	""	"1"	"0"	"0"
"75"	"3D Human Pose Estimation"	"2016"	"0.47857142857142854"	"0.853069216438893"	"0.5482517482517483"	"28"	"2010.0"	"17276.0"	"1"	"0"	"0"
"76"	"3D Human Pose Estimation"	"2017"	"0.5364583333333333"	"0.8114839739832023"	"0.37647058823529406"	"48"	"2010.0"	"23430.0"	"1"	"0"	"0"
"77"	"3D Human Pose Estimation"	"2018"	"0.6054794520547945"	"0.7814261213852387"	"0.3656009879253568"	"73"	"2010.0"	"36754.0"	"1"	"0"	"0"
"78"	"3D Human Pose Estimation"	"2019"	"0.670126019273536"	"0.750587093575545"	"0.3200634920634921"	"142"	"2010.0"	"49025.0"	"1"	"0"	"0"
"79"	"3D Human Pose Estimation"	"2020"	"0.6604414261460102"	"0.7765577702450756"	"0.2975869304556355"	"209"	"2010.0"	"63637.0"	"1"	"0"	"0"
"80"	"3D Human Pose Estimation"	"2021"	"0.5514705882352942"	"0.8438273719034077"	"0.42378818737270874"	"102"	"2010.0"	"37713.0"	"1"	"0"	"0"
"81"	"3D Human Pose Tracking"	"2021"	""	""	"1.0"	"2"	""	""	"1"	"0"	"0"
"82"	"3D Human Reconstruction"	"2019"	""	""	"1.0"	"1"	""	""	"1"	"0"	"0"
"83"	"3D Human Reconstruction"	"2021"	""	""	"1.0"	"1"	""	""	"1"	"0"	"0"
"84"	"3D Instance Segmentation"	"2017"	"0.0"	"1.0000000000000002"	"0.9999999999999998"	"5"	""	""	"1"	"0"	"0"
"85"	"3D Instance Segmentation"	"2018"	"0.25"	"0.9306282244165778"	"0.7619047619047619"	"8"	""	""	"1"	"0"	"0"
"86"	"3D Instance Segmentation"	"2019"	"0.5"	"0.8076544754977453"	"0.623076923076923"	"18"	""	""	"1"	"0"	"0"
"87"	"3D Instance Segmentation"	"2020"	"0.4523809523809524"	"0.8579137315499935"	"0.6944881889763779"	"21"	""	""	"1"	"0"	"0"
"88"	"3D Instance Segmentation"	"2021"	"0.0"	"1.0"	"1.0"	"2"	""	""	"1"	"0"	"0"
"89"	"3D Medical Imaging Segmentation"	"2015"	"0.0"	"0.9999999999999999"	"0.9999999999999997"	"10"	""	""	"1"	"0"	"0"
"90"	"3D Medical Imaging Segmentation"	"2016"	""	""	"1.0"	"1"	""	""	"1"	"0"	"0"
"91"	"3D Medical Imaging Segmentation"	"2018"	"0.0"	"1.0"	"1.0"	"2"	"2013.0"	"36754.0"	"1"	"0"	"0"
"92"	"3D Medical Imaging Segmentation"	"2020"	"0.2857142857142857"	"0.9165164431996023"	"0.7538461538461538"	"7"	"2013.0"	"63637.0"	"1"	"0"	"0"
"93"	"3D Medical Imaging Segmentation"	"2021"	""	""	"1.0"	"1"	"2013.0"	"37713.0"	"1"	"0"	"0"
"94"	"3D Multi-Object Tracking"	"2018"	""	""	"1.0"	"1"	""	""	"1"	"0"	"0"
"95"	"3D Multi-Object Tracking"	"2019"	""	""	"1.0"	"2"	""	""	"1"	"0"	"0"
"96"	"3D Multi-Object Tracking"	"2020"	"0.5"	"0.7871203566965331"	"0.7231638418079096"	"16"	""	""	"1"	"0"	"0"
"97"	"3D Multi-Object Tracking"	"2021"	"0.375"	"0.8788453298514054"	"0.6464646464646465"	"16"	""	""	"1"	"0"	"0"
"98"	"3D Multi-Person Pose Estimation"	"2019"	"0.0"	"1.0"	"1.0"	"4"	"2014.0"	"49025.0"	"1"	"0"	"0"
"99"	"3D Multi-Person Pose Estimation"	"2020"	"0.34722222222222227"	"0.9241300119861368"	"0.7762803234501348"	"24"	"2014.0"	"63637.0"	"1"	"0"	"0"
"100"	"3D Multi-Person Pose Estimation"	"2021"	"0.16666666666666666"	"0.9697238998682473"	"0.9"	"6"	""	""	"1"	"0"	"0"
"101"	"3D Multi-Person Pose Estimation (absolute)"	"2019"	""	""	"1.0"	"1"	""	""	"1"	"0"	"0"
"102"	"3D Multi-Person Pose Estimation (absolute)"	"2020"	""	""	"1.0"	"4"	""	""	"1"	"0"	"0"
"103"	"3D Multi-Person Pose Estimation (root-relative)"	"2019"	""	""	"1.0"	"1"	""	""	"1"	"0"	"0"
"104"	"3D Multi-Person Pose Estimation (root-relative)"	"2020"	""	""	"1.0"	"5"	""	""	"1"	"0"	"0"
"105"	"3D Object Classification"	"2016"	""	""	"1.0"	"3"	""	""	"1"	"0"	"0"
"106"	"3D Object Classification"	"2017"	"0.3333333333333333"	"0.8783471047618534"	"0.8181818181818182"	"9"	"2016.0"	"23430.0"	"1"	"0"	"0"
"107"	"3D Object Classification"	"2018"	"0.625"	"0.6695919455357793"	"0.5614035087719298"	"8"	"2016.0"	"36754.0"	"1"	"0"	"0"
"108"	"3D Object Classification"	"2019"	"0.5686274509803921"	"0.7725760985994748"	"0.5971074380165289"	"17"	"2016.0"	"49025.0"	"1"	"0"	"0"
"109"	"3D Object Classification"	"2020"	"0.5384615384615384"	"0.7559699029892674"	"0.6329588014981274"	"13"	"2016.0"	"63637.0"	"1"	"0"	"0"
"110"	"3D Object Classification"	"2021"	"0.5714285714285714"	"0.72483409150576"	"0.6049382716049382"	"7"	"2016.0"	"37713.0"	"1"	"0"	"0"
"111"	"3D Object Detection"	"2015"	"0.0"	"1.0000000000000002"	"0.9999999999999998"	"5"	"2012.0"	"12115.0"	"1"	"0"	"0"
"112"	"3D Object Detection"	"2016"	"0.48148148148148145"	"0.8288713632524446"	"0.6532258064516129"	"9"	"2012.0"	"17276.0"	"1"	"0"	"0"
"113"	"3D Object Detection"	"2017"	"0.39285714285714285"	"0.8932941324021465"	"0.7259259259259261"	"14"	"2012.0"	"23430.0"	"1"	"0"	"0"
"114"	"3D Object Detection"	"2018"	"0.6430976430976431"	"0.6727964136332958"	"0.2785166240409206"	"33"	"2012.0"	"36754.0"	"1"	"0"	"0"
"115"	"3D Object Detection"	"2019"	"0.7227722772277227"	"0.6099610245490518"	"0.19159685962210285"	"101"	"2012.0"	"49025.0"	"1"	"0"	"0"
"116"	"3D Object Detection"	"2020"	"0.7363834422657952"	"0.6542911932658658"	"0.21479080730701244"	"162"	"2012.0"	"63637.0"	"1"	"0"	"0"
"117"	"3D Object Detection"	"2021"	"0.7005649717514124"	"0.692526491639729"	"0.2621234939759036"	"118"	"2012.0"	"37713.0"	"1"	"0"	"0"
"118"	"3D Object Detection From Monocular Images"	"2018"	"0.3333333333333333"	"0.9182958340544894"	"0.8999999999999999"	"3"	""	""	"1"	"0"	"0"
"119"	"3D Object Detection From Monocular Images"	"2019"	""	""	"1.0"	"1"	""	""	"1"	"0"	"0"
"120"	"3D Object Detection From Monocular Images"	"2020"	"0.25"	"0.9463946303571861"	"0.8888888888888888"	"4"	""	""	"1"	"0"	"0"
"121"	"3D Object Detection From Stereo Images"	"2018"	""	""	"1.0"	"1"	""	""	"0"	"0"	"0"
"122"	"3D Object Detection From Stereo Images"	"2019"	""	""	"1.0"	"1"	""	""	"0"	"0"	"0"
"123"	"3D Object Detection From Stereo Images"	"2020"	"0.3333333333333333"	"0.9182958340544894"	"0.8999999999999999"	"3"	""	""	"0"	"0"	"0"
"124"	"3D Object Detection From Stereo Images"	"2021"	""	""	"1.0"	"1"	""	""	"0"	"0"	"0"
"125"	"3D Object Recognition"	"2015"	""	""	"1.0"	"1"	""	""	"1"	"0"	"0"
"126"	"3D Object Recognition"	"2016"	"0.42857142857142855"	"0.8631205685666311"	"0.8448275862068966"	"7"	""	""	"1"	"0"	"0"
"127"	"3D Object Recognition"	"2017"	""	""	"1.0"	"1"	""	""	"1"	"0"	"0"
"128"	"3D Object Recognition"	"2018"	""	""	"1.0"	"5"	""	""	"1"	"0"	"0"
"129"	"3D Object Recognition"	"2019"	"0.6666666666666666"	"0.5900157193890014"	"0.36000000000000004"	"15"	""	""	"1"	"0"	"0"
"130"	"3D Object Recognition"	"2020"	"0.3888888888888889"	"0.8866828800015341"	"0.7043478260869566"	"9"	""	""	"1"	"0"	"0"
"131"	"3D Object Recognition"	"2021"	"0.0"	"1.0"	"1.0"	"2"	""	""	"1"	"0"	"0"
"132"	"3D Object Reconstruction"	"2016"	""	""	"1.0"	"3"	""	""	"1"	"0"	"0"
"133"	"3D Object Reconstruction"	"2017"	""	""	"1.0"	"4"	""	""	"1"	"0"	"0"
"134"	"3D Object Reconstruction"	"2018"	""	""	"1.0"	"6"	""	""	"1"	"0"	"0"
"135"	"3D Object Reconstruction"	"2019"	""	""	"1.0"	"6"	""	""	"1"	"0"	"0"
"136"	"3D Object Reconstruction"	"2020"	""	""	"1.0"	"11"	""	""	"1"	"0"	"0"
"137"	"3D Object Reconstruction"	"2021"	""	""	"1.0"	"3"	""	""	"1"	"0"	"0"
"138"	"3D Object Reconstruction From A Single Image"	"2016"	""	""	"1.0"	"1"	""	""	"1"	"0"	"0"
"139"	"3D Object Reconstruction From A Single Image"	"2017"	""	""	"1.0"	"1"	""	""	"1"	"0"	"0"
"140"	"3D Object Reconstruction From A Single Image"	"2018"	""	""	"1.0"	"1"	""	""	"1"	"0"	"0"
"141"	"3D Object Reconstruction From A Single Image"	"2019"	"0.0"	"1.0"	"1.0"	"2"	""	""	"1"	"0"	"0"
"142"	"3D Object Reconstruction From A Single Image"	"2020"	"0.6"	"0.7219280948873623"	"0.7352941176470587"	"5"	""	""	"1"	"0"	"0"
"143"	"3D Object Retrieval"	"2018"	"0.0"	"1.0"	"1.0"	"4"	""	""	"1"	"0"	"0"
"144"	"3D Object Retrieval"	"2019"	"0.0"	"1.0"	"1.0"	"4"	""	""	"1"	"0"	"0"
"145"	"3D Object Retrieval"	"2020"	"0.3333333333333333"	"0.9182958340544894"	"0.8999999999999999"	"3"	""	""	"1"	"0"	"0"
"146"	"3D Object Tracking"	"2019"	""	""	"1.0"	"1"	""	""	"1"	"0"	"0"
"147"	"3D Object Tracking"	"2020"	"0.0"	"1.0"	"1.0"	"2"	""	""	"1"	"0"	"0"
"148"	"3D Part Segmentation"	"2016"	"0.0"	"1.0"	"1.0"	"4"	""	""	"1"	"0"	"0"
"149"	"3D Part Segmentation"	"2017"	"0.4166666666666667"	"0.875"	"0.7272727272727273"	"8"	""	""	"1"	"0"	"0"
"150"	"3D Part Segmentation"	"2018"	"0.38095238095238093"	"0.8942252286541448"	"0.7903225806451614"	"14"	""	""	"1"	"0"	"0"
"151"	"3D Part Segmentation"	"2019"	"0.43137254901960786"	"0.869830708406236"	"0.655328798185941"	"17"	""	""	"1"	"0"	"0"
"152"	"3D Part Segmentation"	"2020"	"0.35897435897435903"	"0.9138311481971518"	"0.7316017316017315"	"13"	""	""	"1"	"0"	"0"
"153"	"3D Part Segmentation"	"2021"	""	""	"1.0"	"1"	""	""	"1"	"0"	"0"
"154"	"3D Plane Detection"	"2019"	""	""	"1.0"	"1"	""	""	"1"	"0"	"0"
"155"	"3D Point Cloud Classification"	"2014"	""	""	"1.0"	"1"	""	""	"1"	"0"	"0"
"156"	"3D Point Cloud Classification"	"2015"	""	""	"1.0"	"1"	""	""	"1"	"0"	"0"
"157"	"3D Point Cloud Classification"	"2016"	"0.3333333333333333"	"0.9182958340544894"	"0.8999999999999999"	"3"	""	""	"1"	"0"	"0"
"158"	"3D Point Cloud Classification"	"2017"	"0.6"	"0.7219280948873623"	"0.7352941176470587"	"5"	""	""	"1"	"0"	"0"
"159"	"3D Point Cloud Classification"	"2018"	"0.6"	"0.7219280948873623"	"0.7352941176470587"	"15"	""	""	"1"	"0"	"0"
"160"	"3D Point Cloud Classification"	"2019"	"0.7142857142857143"	"0.5916727785823274"	"0.6621621621621622"	"14"	""	""	"1"	"0"	"0"
"161"	"3D Point Cloud Classification"	"2020"	"0.6"	"0.7219280948873623"	"0.7352941176470587"	"15"	""	""	"1"	"0"	"0"
"162"	"3D Point Cloud Classification"	"2021"	"0.625"	"0.6962122601251458"	"0.7191011235955056"	"16"	""	""	"1"	"0"	"0"
"163"	"3D Point Cloud Matching"	"2018"	"0.19999999999999998"	"0.9609640474436812"	"0.8928571428571428"	"5"	""	""	"1"	"0"	"0"
"164"	"3D Point Cloud Matching"	"2019"	"0.19999999999999998"	"0.9609640474436812"	"0.8928571428571428"	"5"	""	""	"1"	"0"	"0"
"165"	"3D Pose Estimation"	"2014"	"0.0"	"0.9999999999999999"	"1.0"	"3"	""	""	"1"	"0"	"0"
"166"	"3D Pose Estimation"	"2015"	"0.2222222222222222"	"0.9591479170272448"	"0.8999999999999999"	"6"	""	""	"1"	"0"	"0"
"167"	"3D Pose Estimation"	"2016"	"0.35000000000000003"	"0.9138646883853215"	"0.769230769230769"	"10"	""	""	"1"	"0"	"0"
"168"	"3D Pose Estimation"	"2017"	"0.39999999999999997"	"0.9005676218481095"	"0.7142857142857143"	"20"	""	""	"1"	"0"	"0"
"169"	"3D Pose Estimation"	"2018"	"0.4320276497695853"	"0.8953547948413946"	"0.4983147523982369"	"62"	""	""	"1"	"0"	"0"
"170"	"3D Pose Estimation"	"2019"	"0.5565142364106989"	"0.8170812789622793"	"0.39168421052631575"	"61"	""	""	"1"	"0"	"0"
"171"	"3D Pose Estimation"	"2020"	"0.5497584541062802"	"0.8477812482306599"	"0.41468079769221117"	"115"	""	""	"1"	"0"	"0"
"172"	"3D Pose Estimation"	"2021"	"0.39285714285714296"	"0.9103844619248269"	"0.615887380593263"	"35"	""	""	"1"	"0"	"0"
"173"	"3D Reconstruction"	"2015"	""	""	"1.0"	"1"	""	""	"1"	"0"	"0"
"174"	"3D Reconstruction"	"2016"	"0.2857142857142857"	"0.9165164431996023"	"0.7538461538461539"	"7"	"2008.0"	"17276.0"	"1"	"0"	"0"
"175"	"3D Reconstruction"	"2017"	"0.5290322580645161"	"0.800660416799774"	"0.4063424947145877"	"31"	"2008.0"	"23430.0"	"1"	"0"	"0"
"176"	"3D Reconstruction"	"2018"	"0.4718954248366013"	"0.8666816992555358"	"0.47071129707112974"	"45"	"2008.0"	"36754.0"	"1"	"0"	"0"
"177"	"3D Reconstruction"	"2019"	"0.5651260504201681"	"0.8046074956717536"	"0.36296296296296293"	"56"	"2008.0"	"49025.0"	"1"	"0"	"0"
"178"	"3D Reconstruction"	"2020"	"0.6582552271088681"	"0.684391129385025"	"0.1937818181818182"	"73"	"2008.0"	"63637.0"	"1"	"0"	"0"
"179"	"3D Reconstruction"	"2021"	"0.5419354838709678"	"0.7970204423333721"	"0.4063424947145877"	"31"	"2008.0"	"37713.0"	"1"	"0"	"0"
"180"	"3D Room Layouts From A Single RGB Panorama"	"2018"	"0.3333333333333333"	"0.9182958340544894"	"0.8999999999999999"	"3"	""	""	"1"	"0"	"0"
"181"	"3D Room Layouts From A Single RGB Panorama"	"2019"	"0.3333333333333333"	"0.9182958340544894"	"0.8999999999999999"	"3"	""	""	"1"	"0"	"0"
"182"	"3D Scene Reconstruction"	"2015"	"0.0"	"1.0"	"1.0"	"2"	"2008.0"	"12115.0"	"1"	"0"	"0"
"183"	"3D Scene Reconstruction"	"2016"	"0.0"	"1.0"	"1.0"	"2"	"2008.0"	"17276.0"	"1"	"0"	"0"
"184"	"3D Scene Reconstruction"	"2017"	"0.44999999999999996"	"0.8445412464587145"	"0.625"	"10"	"2008.0"	"23430.0"	"1"	"0"	"0"
"185"	"3D Scene Reconstruction"	"2018"	"0.3544973544973545"	"0.9226478039965375"	"0.7229508196721312"	"21"	"2008.0"	"36754.0"	"1"	"0"	"0"
"186"	"3D Scene Reconstruction"	"2019"	"0.2818181818181818"	"0.9538839771799713"	"0.8148148148148149"	"22"	"2008.0"	"49025.0"	"1"	"0"	"0"
"187"	"3D Scene Reconstruction"	"2020"	"0.2967032967032967"	"0.9383574700386478"	"0.7824074074074072"	"13"	"2008.0"	"63637.0"	"1"	"0"	"0"
"188"	"3D Scene Reconstruction"	"2021"	"0.2222222222222222"	"0.9591479170272448"	"0.8999999999999999"	"6"	"2008.0"	"37713.0"	"1"	"0"	"0"
"189"	"3D Semantic Instance Segmentation"	"2017"	"0.0"	"1.0"	"1.0"	"2"	""	""	"1"	"0"	"0"
"190"	"3D Semantic Instance Segmentation"	"2018"	""	""	"1.0"	"1"	""	""	"1"	"0"	"0"
"191"	"3D Semantic Instance Segmentation"	"2019"	"0.3333333333333333"	"0.9182958340544897"	"0.81"	"9"	""	""	"1"	"0"	"0"
"192"	"3D Semantic Instance Segmentation"	"2020"	"0.2"	"0.9709505944546688"	"0.9615384615384615"	"5"	""	""	"1"	"0"	"0"
"193"	"3D Semantic Segmentation"	"2016"	"0.0"	"0.9999999999999999"	"1.0"	"3"	""	""	"1"	"0"	"0"
"194"	"3D Semantic Segmentation"	"2017"	"0.28888888888888886"	"0.935944697445866"	"0.7941176470588235"	"9"	"2016.0"	"23430.0"	"1"	"0"	"0"
"195"	"3D Semantic Segmentation"	"2018"	"0.40277777777777773"	"0.8902066119047681"	"0.6206896551724139"	"18"	"2016.0"	"36754.0"	"1"	"0"	"0"
