""	"task"	"year"	"gini"	"pielou"	"simpson"	"task_size"	"task_age"	"pwc_size"	"CV"	"NLP"	"Methodology"
"139"	"Abnormal Event Detection In Video"	"2019"	""	""	"1.0"	"1"	"2016.0"	"49025"	"1"	"0"	"1"
"140"	"Abnormal Event Detection In Video"	"2020"	"0.2"	"0.967132018086354"	"0.8888888888888888"	"8"	"2016.0"	"63637"	"1"	"0"	"1"
"141"	"Abnormal Event Detection In Video"	"2021"	"0.0"	"1.0"	"0.9999999999999999"	"6"	"2016.0"	"37713"	"1"	"0"	"1"
"142"	"Abstractive Text Summarization"	"2014"	""	""	"1.0"	"2"	"2012.0"	"9766"	"0"	"1"	"0"
"143"	"Abstractive Text Summarization"	"2016"	"0.25"	"0.9463946303571861"	"0.8888888888888888"	"4"	"2012.0"	"17276"	"0"	"1"	"0"
"144"	"Abstractive Text Summarization"	"2017"	"0.4545454545454545"	"0.7928362876512274"	"0.4918699186991872"	"11"	"2012.0"	"23430"	"0"	"1"	"0"
"145"	"Abstractive Text Summarization"	"2018"	"0.6410256410256411"	"0.6970215723451236"	"0.29608721043410563"	"39"	"2012.0"	"36754"	"0"	"1"	"0"
"146"	"Abstractive Text Summarization"	"2019"	"0.6505747126436782"	"0.6869468700619511"	"0.22272245762711862"	"58"	"2012.0"	"49025"	"0"	"1"	"0"
"147"	"Abstractive Text Summarization"	"2020"	"0.5598958333333334"	"0.7686066251172341"	"0.2354022988505747"	"64"	"2012.0"	"63637"	"0"	"1"	"0"
"148"	"Abstractive Text Summarization"	"2021"	"0.5156862745098039"	"0.8089681612509617"	"0.30431730431730436"	"51"	"2012.0"	"37713"	"0"	"1"	"0"
"149"	"Abuse Detection"	"2017"	""	""	"1.0"	"1"	"2010.0"	"23430"	"0"	"1"	"0"
"150"	"Abuse Detection"	"2018"	""	""	"1.0"	"1"	"2010.0"	"36754"	"0"	"1"	"0"
"151"	"Abuse Detection"	"2019"	""	""	"1.0"	"3"	"2010.0"	"49025"	"0"	"1"	"0"
"152"	"Abuse Detection"	"2020"	"0.4"	"0.8649735207179273"	"0.7575757575757575"	"5"	"2010.0"	"63637"	"0"	"1"	"0"
"153"	"Abuse Detection"	"2021"	""	""	"1.0"	"3"	"2010.0"	"37713"	"0"	"1"	"0"
"154"	"Action Classification"	"2012"	"0.0"	"1.0"	"1.0"	"2"	"2009.0"	"4735"	"1"	"0"	"0"
"155"	"Action Classification"	"2013"	""	""	"1.0"	"1"	"2009.0"	"6822"	"1"	"0"	"0"
"156"	"Action Classification"	"2014"	"0.5"	"0.7896900821428474"	"0.6666666666666666"	"6"	"2009.0"	"9766"	"1"	"0"	"0"
"157"	"Action Classification"	"2015"	"0.0"	"1.0"	"1.0"	"4"	"2009.0"	"12115"	"1"	"0"	"0"
"158"	"Action Classification"	"2016"	"0.5462962962962963"	"0.7558946288758374"	"0.35121951219512193"	"24"	"2009.0"	"17276"	"1"	"0"	"0"
"159"	"Action Classification"	"2017"	"0.5527777777777779"	"0.8259599079789387"	"0.47745358090185686"	"60"	"2009.0"	"23430"	"1"	"0"	"0"
"160"	"Action Classification"	"2018"	"0.5795847750865052"	"0.8029105437978709"	"0.37556855100714753"	"68"	"2009.0"	"36754"	"1"	"0"	"0"
"161"	"Action Classification"	"2019"	"0.6381308411214954"	"0.7600982674776333"	"0.25979124120717045"	"107"	"2009.0"	"49025"	"1"	"0"	"0"
"162"	"Action Classification"	"2020"	"0.6471935853379152"	"0.7380498687238806"	"0.26132481599777807"	"97"	"2009.0"	"63637"	"1"	"0"	"0"
"163"	"Action Classification"	"2021"	"0.5664556962025317"	"0.81823295403098"	"0.40476036059407233"	"79"	"2009.0"	"37713"	"1"	"0"	"0"
"164"	"Action Detection"	"2012"	""	""	"1.0"	"1"	"2012.0"	"4735"	"1"	"0"	"0"
"165"	"Action Detection"	"2014"	""	""	"1.0"	"2"	"2012.0"	"9766"	"1"	"0"	"0"
"166"	"Action Detection"	"2015"	"0.25"	"0.9463946303571861"	"0.8888888888888888"	"4"	"2012.0"	"12115"	"1"	"0"	"0"
"167"	"Action Detection"	"2016"	"0.4285714285714286"	"0.863927576327933"	"0.7"	"14"	"2012.0"	"17276"	"1"	"0"	"0"
"168"	"Action Detection"	"2017"	"0.5052264808362369"	"0.8365160668197814"	"0.5986467236467238"	"41"	"2012.0"	"23430"	"1"	"0"	"0"
"169"	"Action Detection"	"2018"	"0.5175438596491228"	"0.8273947157664566"	"0.5776"	"57"	"2012.0"	"36754"	"1"	"0"	"0"
"170"	"Action Detection"	"2019"	"0.5900621118012422"	"0.765333385373384"	"0.5009469696969696"	"46"	"2012.0"	"49025"	"1"	"0"	"0"
"171"	"Action Detection"	"2020"	"0.5515873015873016"	"0.8155328311459475"	"0.538831615120275"	"56"	"2012.0"	"63637"	"1"	"0"	"0"
"172"	"Action Detection"	"2021"	"0.5158730158730158"	"0.8444430055770054"	"0.5259391771019679"	"42"	"2012.0"	"37713"	"1"	"0"	"0"
"173"	"Action Generation"	"2018"	""	""	"1.0"	"1"	"2017.0"	"36754"	"1"	"1"	"0"
"174"	"Action Generation"	"2019"	"0.0"	"1.0"	"1.0"	"2"	"2017.0"	"49025"	"1"	"1"	"0"
"175"	"Action Generation"	"2020"	"0.0"	"0.9999999999999999"	"1.0"	"3"	"2017.0"	"63637"	"1"	"1"	"0"
"176"	"Action Localization"	"2017"	""	""	"1.0"	"1"	"2012.0"	"23430"	"1"	"0"	"0"
"177"	"Action Localization"	"2018"	""	""	"1.0"	"1"	"2012.0"	"36754"	"1"	"0"	"0"
"178"	"Action Localization"	"2019"	"0.5"	"0.8112781244591328"	"0.8"	"4"	"2012.0"	"49025"	"1"	"0"	"0"
"179"	"Action Localization"	"2020"	"0.0"	"1.0"	"1.0"	"8"	"2012.0"	"63637"	"1"	"0"	"0"
"180"	"Action Localization"	"2021"	"0.75"	"0.5435644431995964"	"0.64"	"8"	"2012.0"	"37713"	"1"	"0"	"0"
"181"	"Action Recognition"	"2008"	""	""	"1.0"	"1"	"2004.0"	"202"	"1"	"0"	"0"
"182"	"Action Recognition"	"2012"	"0.0"	"1.0"	"1.0"	"4"	"2004.0"	"4735"	"1"	"0"	"0"
"183"	"Action Recognition"	"2013"	"0.3333333333333333"	"0.9211854965885543"	"0.8166666666666667"	"7"	"2004.0"	"6822"	"1"	"0"	"0"
"184"	"Action Recognition"	"2014"	"0.49743589743589745"	"0.8512327196398167"	"0.569023569023569"	"39"	"2004.0"	"9766"	"1"	"0"	"0"
"185"	"Action Recognition"	"2015"	"0.6274999999999998"	"0.7782339529652583"	"0.37707390648567113"	"100"	"2004.0"	"12115"	"1"	"0"	"0"
"186"	"Action Recognition"	"2016"	"0.6445358401880142"	"0.7588363322500945"	"0.2722752585521082"	"148"	"2004.0"	"17276"	"1"	"0"	"0"
